# This ASPECT-compatible file contains data to calculate the thermodynamic driving force in the PhaseTransitionKinetics material model. This table is for upper-mtz <==> upper-mantle evaluated along an isentrope produced by the BurnMan software.
# POINTS: 501
#
# pressure (Pa), temperature (K), density a (kg/m3), density b (kg/m3), thermal expansivity a (1/K), thermal expansivity b (1/K), specific heat a (J/K/kg), specific heat b (J/K/kg), compressibility a (1/Pa), compressibility b (1/Pa), seismic Vp a (m/s), seismic Vp b (m/s), seismic dVp/dT a (m/s/K), seismic dVp/dT b (m/s/K), seismic Vs a (m/s), seismic Vs b (m/s), seismic dVs/dT a (m/s/K), seismic dVs/dT b (m/s/K), molar internal energy a (J/mol), molar internal energy b (J/mol), molar Gibbs a (J/mol), molar Gibbs b (J/mol), molar entropy a (J/mol), molar entropy b (J/mol), molar volume a (m^3/mol), molar volume b (m^3/mol), delta density (kg/m3), delta thermal expansivity (1/K), delta specific heat (J/K/kg), delta compressibility (1/Pa), delta internal energy (J/mol), delta molar Gibbs (J/mol), delta molar entropy (J/K/mol), delta molar volume (m^3/mol)
pressure	temperature	density_a	density_b	thermal_expansivity_a	thermal_expansivity_b	specific_heat_a	specific_heat_b	compressibility_a	compressibility_b	pressure_wave_velocity_a	pressure_wave_velocity_b	pressure_wave_velocity_T_derivative_a	pressure_wave_velocity_T_derivative_b	shear_wave_velocity_a	shear_wave_velocity_b	shear_wave_velocity_T_derivative_a	shear_wave_velocity_T_derivative_b	molar_internal_energy_a	molar_internal_energy_b	molar_gibbs_a	molar_gibbs_b	molar_entropy_a	molar_entropy_b	molar_volume_a	molar_volume_b	delta_density	delta_thermal_expansivity	delta_specific_heat	delta_compressibility	delta_molar_internal_energy	delta_molar_gibbs	delta_molar_entropy	delta_molar_volume
1.0000000000e+05	1.5730000000e+03	3.3284882259e+03	3.0912413544e+03	4.1491320191e-05	4.1546637147e-05	1.3311986966e+03	1.3134606241e+03	7.0437490567e-12	9.3876928889e-12	8.8384985322e+03	7.8563866331e+03	-7.3084114551e-01	-6.8717799795e-01	5.1574778527e+03	4.5218943396e+03	-4.9358633269e-01	-4.6823299889e-01	-1.7881601022e+06	-1.8129791153e+06	-2.3402133241e+06	-2.3756453639e+06	3.5095832733e+02	3.5770553087e+02	4.2269940721e-05	4.5514077962e-05	-2.3724687153e+02	5.5316956239e-08	-1.7738072503e+01	2.3439438321e-12	-2.4819013093e+04	-3.5432039856e+04	6.7472035456e+00	3.2441372402e-06
2.7209980000e+08	1.5752464034e+03	3.3350825645e+03	3.0993665579e+03	4.0965181706e-05	4.0874236388e-05	1.3294552075e+03	1.3116181197e+03	6.9832825376e-12	9.2791112701e-12	8.8607024589e+03	7.8831645731e+03	-7.2293116376e-01	-6.7866892106e-01	5.1653780479e+03	4.5309770442e+03	-4.8987724357e-01	-4.6449704589e-01	-1.7884736925e+06	-1.8133500713e+06	-2.3295154586e+06	-2.3640850861e+06	3.5075189855e+02	3.5745958127e+02	4.2186361891e-05	4.5394759662e-05	-2.3571600658e+02	-9.0945317705e-08	-1.7837087877e+01	2.2958287325e-12	-2.4876378804e+04	-3.4569627492e+04	6.7076827196e+00	3.2083977713e-06
5.4409960000e+08	1.5774814598e+03	3.3416276874e+03	3.1074110561e+03	4.0453499778e-05	4.0224906626e-05	1.3277658187e+03	1.3098469333e+03	6.9240545882e-12	9.1734711059e-12	8.8826838825e+03	7.9095985057e+03	-7.1524674848e-01	-6.7046000997e-01	5.1731809843e+03	4.5399147628e+03	-4.8626986465e-01	-4.6089142355e-01	-1.7887578162e+06	-1.8136781753e+06	-2.3188357597e+06	-2.3525524178e+06	3.5055028020e+02	3.5722104231e+02	4.2103733019e-05	4.5277241234e-05	-2.3421663137e+02	-2.2859315156e-07	-1.7918885384e+01	2.2494165176e-12	-2.4920359143e+04	-3.3716658131e+04	6.6707621022e+00	3.1735082156e-06
8.1609940000e+08	1.5797052551e+03	3.3481247216e+03	3.1153771708e+03	3.9955655756e-05	3.9597424832e-05	1.3261280336e+03	1.3081430010e+03	6.8660229809e-12	9.0706428253e-12	8.9044485378e+03	7.9356994166e+03	-7.0777777755e-01	-6.6253514674e-01	5.1808891751e+03	4.5487121516e+03	-4.8275978806e-01	-4.5740930665e-01	-1.7890132095e+06	-1.8139648084e+06	-2.3081740173e+06	-2.3410469296e+06	3.5035330806e+02	3.5698961220e+02	4.2022030748e-05	4.5161465943e-05	-2.3274755084e+02	-3.5823092437e-07	-1.7985032628e+01	2.2046198444e-12	-2.4951598912e+04	-3.2872912264e+04	6.6363041443e+00	3.1394351957e-06
1.0880992000e+09	1.5821057384e+03	3.3545498486e+03	3.1232442582e+03	3.9473484203e-05	3.8992875548e-05	1.3245637063e+03	1.3065220458e+03	6.8093698808e-12	8.9708020508e-12	8.9258702242e+03	7.9613547768e+03	-7.0055740518e-01	-6.5491216748e-01	5.1884149420e+03	4.5572883582e+03	-4.7936696266e-01	-4.5406302618e-01	-1.7892059062e+06	-1.8141771120e+06	-2.2975958117e+06	-2.3296352313e+06	3.5018295712e+02	3.5678683300e+02	4.1941543977e-05	4.5047709487e-05	-2.3130559041e+02	-4.8060865456e-07	-1.8041660503e+01	2.1614321699e-12	-2.4971205831e+04	-3.2039419552e+04	6.6038758810e+00	3.1061655094e-06
1.3600990000e+09	1.5872728551e+03	3.3605652143e+03	3.1307037310e+03	3.9038617337e-05	3.8439579053e-05	1.3233967650e+03	1.3052421600e+03	6.7570346829e-12	8.8777937376e-12	8.9451611829e+03	7.9849009824e+03	-6.9413910936e-01	-6.4801389764e-01	5.1945290466e+03	4.5644814671e+03	-4.7640801654e-01	-4.5109681604e-01	-1.7888605379e+06	-1.8138472323e+06	-2.2880077956e+06	-2.3192407743e+06	3.5034291604e+02	3.5691210834e+02	4.1866469188e-05	4.4940375101e-05	-2.2986148333e+02	-5.9903828390e-07	-1.8154605090e+01	2.1207590547e-12	-2.4986694425e+04	-3.1232978692e+04	6.5691923048e+00	3.0739059127e-06
1.6320988000e+09	1.5923977413e+03	3.3665470419e+03	3.1381034603e+03	3.8613550969e-05	3.7902368831e-05	1.3222576066e+03	1.3040032290e+03	6.7055928178e-12	8.7869509907e-12	8.9643114905e+03	8.0082050989e+03	-6.8786872096e-01	-6.4132013814e-01	5.2005882538e+03	4.5715787517e+03	-4.7351452424e-01	-4.4821845272e-01	-1.7884977282e+06	-1.8134889344e+06	-2.2784261300e+06	-2.3088608991e+06	3.5050112755e+02	3.5703777254e+02	4.1792079020e-05	4.4834404532e-05	-2.2844358164e+02	-7.1118213758e-07	-1.8254377574e+01	2.0813581729e-12	-2.4991206246e+04	-3.0434769149e+04	6.5366449912e+00	3.0423255117e-06
1.9040986000e+09	1.5974809127e+03	3.3724958628e+03	3.1454448251e+03	3.8197952946e-05	3.7380531863e-05	1.3211452374e+03	1.3028033016e+03	6.6550202458e-12	8.6981935212e-12	8.9833236359e+03	8.0312733243e+03	-6.8174112883e-01	-6.3482369594e-01	5.2065935521e+03	4.5785827396e+03	-4.7068430103e-01	-4.4542478714e-01	-1.7881178352e+06	-1.8131030387e+06	-2.2688507888e+06	-2.2984954149e+06	3.5065760221e+02	3.5716373814e+02	4.1718361038e-05	4.4729762506e-05	-2.2705103768e+02	-8.1742108300e-07	-1.8341935787e+01	2.0431732754e-12	-2.4985203465e+04	-2.9644626116e+04	6.5061359342e+00	3.0114014681e-06
2.1760984000e+09	1.6025686932e+03	3.3784063439e+03	3.1527238131e+03	3.7792036271e-05	3.6873874157e-05	1.3200642147e+03	1.3016449225e+03	6.6053434974e-12	8.6115102957e-12	9.0021690735e+03	8.0540827655e+03	-6.7576073807e-01	-6.2851701040e-01	5.2125244615e+03	4.5854755558e+03	-4.6792061129e-01	-4.4271421189e-01	-1.7877128538e+06	-1.8126821038e+06	-2.2592978200e+06	-2.2881605068e+06	3.5081766111e+02	3.5729516024e+02	4.1645375268e-05	4.4626490723e-05	-2.2568253074e+02	-9.1816211325e-07	-1.8419292213e+01	2.0061667983e-12	-2.4969250028e+04	-2.8862686776e+04	6.4774991326e+00	2.9811154548e-06
2.4480982000e+09	1.6078215022e+03	3.3842589028e+03	3.1599234959e+03	3.7397261757e-05	3.6383330017e-05	1.3190322548e+03	1.3005410739e+03	6.5567069706e-12	8.5270448202e-12	9.0207438161e+03	8.0765404434e+03	-6.6995421279e-01	-6.2242140139e-01	5.2183078842e+03	4.5921895095e+03	-4.6523957686e-01	-4.4009924459e-01	-1.7872541243e+06	-1.8121983308e+06	-2.2498233518e+06	-2.2779131762e+06	3.5099971270e+02	3.5745010067e+02	4.1573355952e-05	4.4524812131e-05	-2.2433540695e+02	-1.0139317393e-06	-1.8491180947e+01	1.9703378495e-12	-2.4944206485e+04	-2.8089824401e+04	6.4503879687e+00	2.9514561786e-06
2.7200980000e+09	1.6131589742e+03	3.3900648366e+03	3.1670550564e+03	3.7012279641e-05	3.5907329827e-05	1.3180379230e+03	1.2994816237e+03	6.5089918072e-12	8.4445978530e-12	9.0391073144e+03	8.0987052909e+03	-6.6430636922e-01	-6.1651273500e-01	5.2239837312e+03	4.5987637600e+03	-4.6263170769e-01	-4.3756775822e-01	-1.7867569448e+06	-1.8116671955e+06	-2.2403990749e+06	-2.2677244291e+06	3.5119419160e+02	3.5761904197e+02	4.1502156089e-05	4.4424551356e-05	-2.2300978017e+02	-1.1049498140e-06	-1.8556299328e+01	1.9356060458e-12	-2.4910250736e+04	-2.7325354253e+04	6.4248503730e+00	2.9223952667e-06
2.9920978000e+09	1.6185831725e+03	3.3958248324e+03	3.1741199261e+03	3.6636735127e-05	3.5445229192e-05	1.3170799188e+03	1.2984645993e+03	6.4621713232e-12	8.3640944353e-12	9.0572628061e+03	8.1205836160e+03	-6.5878585841e-01	-6.1078259269e-01	5.2295531002e+03	4.6052006232e+03	-4.6008499209e-01	-4.3511618399e-01	-1.7862215268e+06	-1.8110892886e+06	-2.2310255927e+06	-2.2575947262e+06	3.5140112291e+02	3.5780193093e+02	4.1431760159e-05	4.4325672399e-05	-2.2170490629e+02	-1.1915059353e-06	-1.8615319448e+01	1.9019231121e-12	-2.4867761782e+04	-2.6569133491e+04	6.4008080216e+00	2.8939122395e-06
3.2640976000e+09	1.6238057063e+03	3.4015753379e+03	3.1811518104e+03	3.6267251683e-05	3.4993750460e-05	1.3161243296e+03	1.2974624994e+03	6.4159302135e-12	8.2850917259e-12	9.0754030147e+03	8.1423572166e+03	-6.5336069661e-01	-6.0518302865e-01	5.2351498800e+03	4.6116279779e+03	-4.5757574225e-01	-4.3271724498e-01	-1.7857004242e+06	-1.8105167181e+06	-2.2216013925e+06	-2.2474205644e+06	3.5158741627e+02	3.5796606997e+02	4.1361718035e-05	4.4227691222e-05	-2.2042352755e+02	-1.2735012230e-06	-1.8661830201e+01	1.8691615124e-12	-2.4816293895e+04	-2.5819171968e+04	6.3786536997e+00	2.8659731877e-06
3.5360974000e+09	1.6278372902e+03	3.4074373495e+03	3.1882602127e+03	3.5893595916e-05	3.4543701082e-05	1.3150617011e+03	1.2963890479e+03	6.3692910887e-12	8.2063123930e-12	9.0941685947e+03	8.1646215592e+03	-6.4784283759e-01	-5.9957699118e-01	5.2412240198e+03	4.6184724809e+03	-4.5499555909e-01	-4.3028943471e-01	-1.7853716338e+06	-1.8101250675e+06	-2.2117782670e+06	-2.2368473183e+06	3.5164084418e+02	3.5800075997e+02	4.1290561078e-05	4.4129083140e-05	-2.1917713679e+02	-1.3498948338e-06	-1.8672653163e+01	1.8370213043e-12	-2.4753433688e+04	-2.5069051291e+04	6.3599157906e+00	2.8385220620e-06
3.8080972000e+09	1.6319383852e+03	3.4132549196e+03	3.1953048649e+03	3.5528947912e-05	3.4106433403e-05	1.3140347163e+03	1.2953557014e+03	6.3235117843e-12	8.1293409543e-12	9.1127334414e+03	8.1866137921e+03	-6.4246387719e-01	-5.9413594070e-01	5.2471974955e+03	4.6251886600e+03	-4.5248042791e-01	-4.2793571013e-01	-1.7850078592e+06	-1.8096908756e+06	-2.2019990729e+06	-2.2263257655e+06	3.5170548770e+02	3.5804797535e+02	4.1220185223e-05	4.4031792255e-05	-2.1795005474e+02	-1.4225145093e-06	-1.8679014964e+01	1.8058291700e-12	-2.4683016392e+04	-2.4326692587e+04	6.3424876532e+00	2.8116070314e-06
4.0800970000e+09	1.6360641435e+03	3.4190343029e+03	3.2022921348e+03	3.5172535121e-05	3.3681008237e-05	1.3130371575e+03	1.2943568439e+03	6.2785241230e-12	8.0540569636e-12	9.1311303811e+03	8.2083672443e+03	-6.3721082764e-01	-5.8884786036e-01	5.2530923971e+03	4.6317985494e+03	-4.5002340561e-01	-4.2564978040e-01	-1.7846176633e+06	-1.8092228957e+06	-2.1922478781e+06	-2.2158395497e+06	3.5177611048e+02	3.5810248775e+02	4.1150508458e-05	4.3935716692e-05	-2.1674216807e+02	-1.4915268837e-06	-1.8680313622e+01	1.7755328407e-12	-2.4605232361e+04	-2.3591671596e+04	6.3263772607e+00	2.7852082337e-06
4.3520968000e+09	1.6400736539e+03	3.4247930054e+03	3.2092382514e+03	3.4822730517e-05	3.3265783855e-05	1.3120530141e+03	1.2933793653e+03	6.2341758668e-12	7.9802387184e-12	9.1494518871e+03	8.2299696524e+03	-6.3205562994e-01	-5.8368426467e-01	5.2589733151e+03	4.6383641798e+03	-4.4760844602e-01	-4.2341662389e-01	-1.7842266438e+06	-1.8087466328e+06	-2.1824749435e+06	-2.2053379087e+06	3.5183673461e+02	3.5814849154e+02	4.1081314923e-05	4.3840621661e-05	-2.1555475404e+02	-1.5569466627e-06	-1.8673648826e+01	1.7460628516e-12	-2.4519988968e+04	-2.2862965190e+04	6.3117569297e+00	2.7593067389e-06
4.6240966000e+09	1.6436823323e+03	3.4305649533e+03	3.2161742127e+03	3.4476713593e-05	3.2858116131e-05	1.3110522579e+03	1.2923993895e+03	6.1901961013e-12	7.9075179291e-12	9.1678775468e+03	8.2515895929e+03	-6.2694917808e-01	-5.7861067078e-01	5.2649674192e+03	4.6450070428e+03	-4.4520662641e-01	-4.2121471810e-01	-1.7838856931e+06	-1.8083124952e+06	-2.1725799474e+06	-2.1947186044e+06	3.5185546257e+02	3.5815447837e+02	4.1012195342e-05	4.3746075522e-05	-2.1439074061e+02	-1.6185974616e-06	-1.8652868427e+01	1.7173218278e-12	-2.4426802059e+04	-2.2138656991e+04	6.2990157955e+00	2.7338801793e-06
4.8960964000e+09	1.6473051353e+03	3.4363009039e+03	3.2230564013e+03	3.4138254075e-05	3.2461054615e-05	1.3100784039e+03	1.2914502162e+03	6.1469536761e-12	7.8363332109e-12	9.1861461456e+03	8.2729879374e+03	-6.2195817307e-01	-5.7367317080e-01	5.2708893917e+03	4.6515527548e+03	-4.4285817989e-01	-4.1907333235e-01	-1.7835210408e+06	-1.8078481296e+06	-2.1627087080e+06	-2.1841299530e+06	3.5187904014e+02	3.5816647727e+02	4.0943736866e-05	4.3652664578e-05	-2.1324450262e+02	-1.6771994603e-06	-1.8628187661e+01	1.6893795348e-12	-2.4327088742e+04	-2.1421245000e+04	6.2874371330e+00	2.7089277122e-06
5.1680962000e+09	1.6509421460e+03	3.4420014981e+03	3.2298859923e+03	3.3807096189e-05	3.2074173297e-05	1.3091304735e+03	1.2905305168e+03	6.1044283369e-12	7.7666322595e-12	9.2042607741e+03	8.2941699387e+03	-6.1708046487e-01	-5.6886719140e-01	5.2767405921e+03	4.6580035375e+03	-4.4056199861e-01	-4.1699040492e-01	-1.7831330975e+06	-1.8073542070e+06	-2.1528610944e+06	-2.1735717011e+06	3.5190737508e+02	3.5818434459e+02	4.0875926428e-05	4.3560361058e-05	-2.1211550576e+02	-1.7329228927e-06	-1.8599956685e+01	1.6622039226e-12	-2.4221109504e+04	-2.0710606613e+04	6.2769695132e+00	2.6844346297e-06
5.4400960000e+09	1.6544843553e+03	3.4476798688e+03	3.2366752386e+03	3.3482057128e-05	3.1696273653e-05	1.3081966794e+03	1.2896306660e+03	6.0625083030e-12	7.6982510147e-12	9.2222909470e+03	8.3152019625e+03	-6.1229222712e-01	-5.6417274793e-01	5.2825700523e+03	4.6644067163e+03	-4.3830506840e-01	-4.1495516986e-01	-1.7827415259e+06	-1.8068503484e+06	-2.1429985861e+06	-2.1630045254e+06	3.5192824751e+02	3.5819598276e+02	4.0808603280e-05	4.3468988894e-05	-2.1100463015e+02	-1.7857834753e-06	-1.8566013450e+01	1.6357427117e-12	-2.4108822442e+04	-2.0005939216e+04	6.2677352484e+00	2.6603856140e-06
5.7120958000e+09	1.6578414479e+03	3.4533467997e+03	3.2434341897e+03	3.3162196118e-05	3.1326386954e-05	1.3072676861e+03	1.2887430276e+03	6.0211036488e-12	7.6310557692e-12	9.2402933666e+03	8.3361382553e+03	-6.0757719393e-01	-5.5957539105e-01	5.2884178955e+03	4.6708011302e+03	-4.3607800116e-01	-4.1295952063e-01	-1.7823625102e+06	-1.8063527383e+06	-2.1330892361e+06	-2.1523958004e+06	3.5193163818e+02	3.5819146916e+02	4.0741636493e-05	4.3378404423e-05	-2.0991261001e+02	-1.8358091638e-06	-1.8524658486e+01	1.6099521203e-12	-2.3990228097e+04	-1.9306564339e+04	6.2598309805e+00	2.6367679294e-06
5.9840956000e+09	1.6612157417e+03	3.4589792776e+03	3.2501428626e+03	3.2849077842e-05	3.0965672376e-05	1.3063630673e+03	1.2878822521e+03	5.9803720281e-12	7.5652194573e-12	9.2581458711e+03	8.3568682206e+03	-6.0296587193e-01	-5.5509683083e-01	5.2941962081e+03	4.6771043627e+03	-4.3389916555e-01	-4.1101694340e-01	-1.7819606275e+06	-1.8058267273e+06	-2.1232040892e+06	-2.1418177278e+06	3.5194002592e+02	3.5819291869e+02	4.0675294273e-05	4.3288866351e-05	-2.0883641503e+02	-1.8834054663e-06	-1.8480815240e+01	1.5848474292e-12	-2.3866099809e+04	-1.8613638535e+04	6.2528927692e+00	2.6135720783e-06
6.2560954000e+09	1.6646017272e+03	3.4645785024e+03	3.2568028725e+03	3.2542438129e-05	3.0613740376e-05	1.3054814405e+03	1.2870468261e+03	5.9402911968e-12	7.5006922281e-12	9.2758545739e+03	8.3773996188e+03	-5.9845388210e-01	-5.5073030613e-01	5.2999086303e+03	4.6833206796e+03	-4.3176647654e-01	-4.0912453422e-01	-1.7815372323e+06	-1.8052738718e+06	-2.1133410552e+06	-2.1312680726e+06	3.5195271000e+02	3.5819959570e+02	4.0609557527e-05	4.3200342640e-05	-2.0777562994e+02	-1.9286977527e-06	-1.8434614351e+01	1.5604010313e-12	-2.3736639491e+04	-1.7927017385e+04	6.2468856962e+00	2.5907851126e-06
6.5280952000e+09	1.6678915434e+03	3.4701571194e+03	3.2634258923e+03	3.2241215686e-05	3.0269547643e-05	1.3046118368e+03	1.2862279295e+03	5.9007588517e-12	7.4373281623e-12	9.2934862999e+03	8.3977958869e+03	-5.9402225366e-01	-5.4646535387e-01	5.3056027300e+03	4.6894959217e+03	-4.2966895079e-01	-4.0727503000e-01	-1.7811115733e+06	-1.8047133484e+06	-2.1034620225e+06	-2.1207079434e+06	3.5195773373e+02	3.5819967095e+02	4.0544273691e-05	4.3112668907e-05	-2.0673122703e+02	-1.9716680430e-06	-1.8383907332e+01	1.5365693105e-12	-2.3601775109e+04	-1.7245920931e+04	6.2419372193e+00	2.5683952159e-06
6.8000950000e+09	1.6710126295e+03	3.4757234613e+03	3.2700195850e+03	3.1944705704e-05	2.9932372945e-05	1.3037471523e+03	1.2854197886e+03	5.8617069805e-12	7.3750267103e-12	9.3110850638e+03	8.4180989368e+03	-5.8966041031e-01	-5.4227755929e-01	5.3113100421e+03	4.6956606259e+03	-4.2760007040e-01	-4.0545769556e-01	-1.7806965593e+06	-1.8041580874e+06	-2.0935413048e+06	-2.1101110990e+06	3.5194714202e+02	3.5818526719e+02	4.0479342377e-05	4.3025736190e-05	-2.0570387630e+02	-2.0123327595e-06	-1.8327363677e+01	1.5133197298e-12	-2.3461528079e+04	-1.6569794204e+04	6.2381251774e+00	2.5463938122e-06
7.0720948000e+09	1.6741413226e+03	3.4812581950e+03	3.2765673946e+03	3.1654139534e-05	2.9603104520e-05	1.3029034938e+03	1.2846343800e+03	5.8232614112e-12	7.3139219248e-12	9.3285479427e+03	8.4382160865e+03	-5.8538810565e-01	-5.3819519109e-01	5.3169555887e+03	4.7017445158e+03	-4.2557305180e-01	-4.0368717874e-01	-1.7802616118e+06	-1.8035781575e+06	-2.0836408201e+06	-2.0995404574e+06	3.5194031124e+02	3.5817544632e+02	4.0414985651e-05	4.2939754645e-05	-2.0469080042e+02	-2.0510350145e-06	-1.8269113774e+01	1.4906605136e-12	-2.3316545716e+04	-1.5899637344e+04	6.2351350839e+00	2.5247689932e-06
7.3440946000e+09	1.6772776504e+03	3.4867617194e+03	3.2830701804e+03	3.1369338763e-05	2.9281458393e-05	1.3020801780e+03	1.2838708229e+03	5.7854075843e-12	7.2539772720e-12	9.3458770214e+03	8.4581511855e+03	-5.8120164318e-01	-5.3420987773e-01	5.3225403278e+03	4.7077492430e+03	-4.2358631707e-01	-4.0196028928e-01	-1.7798070662e+06	-1.8029740769e+06	-2.0737604346e+06	-2.0889957866e+06	3.5193717464e+02	3.5817010261e+02	4.0351194410e-05	4.2854703759e-05	-2.0369153901e+02	-2.0878803701e-06	-1.8209355039e+01	1.4685696877e-12	-2.3167010663e+04	-1.5235351963e+04	6.2329279758e+00	2.5035093490e-06
7.6160944000e+09	1.6803119205e+03	3.4922466209e+03	3.2895392612e+03	3.1089321873e-05	2.8966507202e-05	1.3012666848e+03	1.2831208004e+03	5.7480489177e-12	7.1950606018e-12	9.3631385766e+03	8.4779662387e+03	-5.7708597380e-01	-5.3030804529e-01	5.3281117887e+03	4.7137203547e+03	-4.2163043132e-01	-4.0026886708e-01	-1.7793522942e+06	-1.8023651184e+06	-2.0638614035e+06	-2.0784375622e+06	3.5192569623e+02	3.5815734487e+02	4.0287819067e-05	4.2770427354e-05	-2.0270735968e+02	-2.1228146718e-06	-1.8145884421e+01	1.4470116841e-12	-2.3012824228e+04	-1.4576158660e+04	6.2316486463e+00	2.4826082870e-06
7.8880942000e+09	1.6832248116e+03	3.4977151033e+03	3.2959770265e+03	3.0813837352e-05	2.8657926298e-05	1.3004610527e+03	1.2823825240e+03	5.7111621575e-12	7.1371274383e-12	9.3803443343e+03	8.4976738622e+03	-5.7303779722e-01	-5.2648529967e-01	5.3336783642e+03	4.7196665920e+03	-4.1970344328e-01	-3.9861063305e-01	-1.7789008485e+06	-1.8017549660e+06	-2.0539367919e+06	-2.0678586359e+06	3.5190379673e+02	3.5813508344e+02	4.0224831310e-05	4.2686887338e-05	-2.0173807674e+02	-2.1559110538e-06	-1.8078528690e+01	1.4259652807e-12	-2.2854117471e+04	-1.3921843995e+04	6.2312867095e+00	2.4620560279e-06
8.1600940000e+09	1.6861753297e+03	3.5031503546e+03	3.3023690897e+03	3.0543882156e-05	2.8356426103e-05	1.2996769412e+03	1.2816661191e+03	5.6748508142e-12	7.0802866946e-12	9.3974046382e+03	8.5171930962e+03	-5.6907409988e-01	-5.2275310301e-01	5.3391739390e+03	4.7255257485e+03	-4.1781669199e-01	-3.9699383665e-01	-1.7784254297e+06	-1.8011168700e+06	-2.0440424212e+06	-2.0573157289e+06	3.5188874675e+02	3.5812031889e+02	4.0162421180e-05	4.2604262631e-05	-2.0078126493e+02	-2.1874560528e-06	-1.8010822140e+01	1.4054358804e-12	-2.2691440333e+04	-1.3273307766e+04	6.2315721354e+00	2.4418414502e-06
8.4320938000e+09	1.6891319872e+03	3.5085562624e+03	3.3087192438e+03	3.0279069799e-05	2.8061581102e-05	1.2989109293e+03	1.2809687058e+03	5.6390782767e-12	7.0244792353e-12	9.4143398906e+03	8.5365441304e+03	-5.6518955193e-01	-5.1910549922e-01	5.3446127860e+03	4.7313119229e+03	-4.1596695154e-01	-3.9541523220e-01	-1.7779318111e+06	-1.8004566788e+06	-2.0341670748e+06	-2.0467973398e+06	3.5187704756e+02	3.5810957253e+02	4.0100539788e-05	4.2522495756e-05	-1.9983701864e+02	-2.2174886971e-06	-1.7942223543e+01	1.3854009586e-12	-2.2524867638e+04	-1.2630265037e+04	6.2325249751e+00	2.4219559674e-06
8.7040936000e+09	1.6919726924e+03	3.5139461354e+03	3.3150395108e+03	3.0018434857e-05	2.7772500818e-05	1.2981520525e+03	1.2802817032e+03	5.6037481004e-12	6.9695756395e-12	9.4312207116e+03	8.5557933246e+03	-5.6137029997e-01	-5.1553411877e-01	5.3500464070e+03	4.7370746632e+03	-4.1414500684e-01	-3.9386821827e-01	-1.7774413154e+06	-1.7997955776e+06	-2.0242676604e+06	-2.0362595287e+06	3.5185545575e+02	3.5808975376e+02	4.0039031498e-05	4.2441424768e-05	-1.9890662466e+02	-2.2459340396e-06	-1.7870349332e+01	1.3658275391e-12	-2.2354262170e+04	-1.1991868289e+04	6.2342980185e+00	2.4023932699e-06
8.9760934000e+09	1.6946983585e+03	3.5193201163e+03	3.3213302319e+03	2.9761883266e-05	2.7489021185e-05	1.2974001935e+03	1.2796048156e+03	5.5688521548e-12	6.9155540505e-12	9.4480475339e+03	8.5749420711e+03	-5.5759913395e-01	-5.1202254106e-01	5.3554747862e+03	4.7428144144e+03	-4.1234463983e-01	-3.9234717891e-01	-1.7769539597e+06	-1.7991337395e+06	-2.0143443754e+06	-2.0257024136e+06	3.5182409094e+02	3.5806095816e+02	3.9977892135e-05	4.2361039155e-05	-1.9798988444e+02	-2.2728620809e-06	-1.7795377880e+01	1.3467018956e-12	-2.2179779819e+04	-1.1358038220e+04	6.2368672181e+00	2.3831470198e-06
9.2480932000e+09	1.6974288680e+03	3.5246658437e+03	3.3275810458e+03	2.9510092477e-05	2.7211598436e-05	1.2966651442e+03	1.2789452326e+03	5.5344620352e-12	6.8624855817e-12	9.4647544738e+03	8.5939314641e+03	-5.5390654170e-01	-5.0859268309e-01	5.3608489132e+03	4.7484851870e+03	-4.1058054741e-01	-3.9086257735e-01	-1.7764493515e+06	-1.7984511864e+06	-2.0044392739e+06	-2.0151687135e+06	3.5179586423e+02	3.5803588784e+02	3.9917259178e-05	4.2281464542e-05	-1.9708479786e+02	-2.2984940418e-06	-1.7719911561e+01	1.3280235465e-12	-2.2001834935e+04	-1.0729439600e+04	6.2400236086e+00	2.3642053636e-06
9.5200930000e+09	1.7001642338e+03	3.5299837634e+03	3.3337926465e+03	2.9262924835e-05	2.6940033814e-05	1.2959463786e+03	1.2783023409e+03	5.5005656964e-12	6.8103434644e-12	9.4813436122e+03	8.6127645561e+03	-5.5028392873e-01	-5.0523719508e-01	5.3661697112e+03	4.7540882916e+03	-4.0884944912e-01	-3.8941169777e-01	-1.7759277694e+06	-1.7977483260e+06	-1.9945522323e+06	-2.0046582245e+06	3.5177071520e+02	3.5801446110e+02	3.9857123837e-05	4.2202684725e-05	-1.9619111687e+02	-2.3228910212e-06	-1.7644037786e+01	1.3097777680e-12	-2.1820556564e+04	-1.0105992225e+04	6.2437458935e+00	2.3455608881e-06
9.7920928000e+09	1.7030838158e+03	3.5352558893e+03	3.3399497418e+03	2.9021354533e-05	2.6675027284e-05	1.2952579574e+03	1.2776865588e+03	5.4672663770e-12	6.7592365714e-12	9.4977188507e+03	8.6313543180e+03	-5.4674889428e-01	-5.0196742528e-01	5.3713650323e+03	4.7595554242e+03	-4.0716313005e-01	-3.8800300575e-01	-1.7753588299e+06	-1.7969952863e+06	-1.9847462156e+06	-1.9942349541e+06	3.5176777805e+02	3.5801552970e+02	3.9797684922e-05	4.2124885365e-05	-1.9530614748e+02	-2.3463272486e-06	-1.7571398658e+01	1.2919701944e-12	-2.1636456455e+04	-9.4887384697e+03	6.2477516515e+00	2.3272004436e-06
