# This ASPECT-compatible file contains material properties evaluated along an isentrope by the BurnMan software.
# POINTS: 501
# depth (m), pressure (Pa), temperature (K), density (kg/m^3), gravity (m/s^2), thermal expansivity (1/K), specific heat (J/K/kg), compressibility (1/Pa), molar volume (m^3/mol), molar entropy (J/K/mol), molar Gibbs (J/mol), Vp (m/s), Vs (m/s), dVp/dT (m/s/K), dVs/dT (m/s/K)
depth	pressure	temperature	density	gravity	thermal_expansivity	specific_heat	compressibility	molar_volume	molar_entropy	molar_gibbs	seismic_vp	seismic_vs	seismic_dvp_dt	seismic_dvs_dt
5.6748651581e+05	1.9856085400e+10	1.8377854246e+03	3.9133945300e+03	9.9782661688e+00	1.9166095539e-05	1.2171616875e+03	4.2362392072e-12	2.5553622351e-05	2.5164733070e+02	-1.1012328239e+06	9.9225521103e+03	5.3482359213e+03	-3.6043616001e-01	-2.7168856000e-01
5.7444767457e+05	2.0128085200e+10	1.8398106046e+03	3.9179200778e+03	9.9793618278e+00	1.9055848142e-05	1.2168936481e+03	4.2169535940e-12	2.5524057647e-05	2.5164733070e+02	-1.0947914113e+06	9.9355466960e+03	5.3518494232e+03	-3.5896150857e-01	-2.7113556572e-01
5.8140010416e+05	2.0400085000e+10	1.8418261635e+03	3.9224343374e+03	9.9804612830e+00	1.8946548156e-05	1.2166283517e+03	4.1978550300e-12	2.5494623156e-05	2.5164733070e+02	-1.0883540456e+06	9.9484996277e+03	5.3554456598e+03	-3.5755942856e-01	-2.7056442857e-01
5.8834380129e+05	2.0672084800e+10	1.8438008517e+03	3.9268980401e+03	9.9815645594e+00	1.8841522878e-05	1.2163756745e+03	4.1789854072e-12	2.5465751628e-05	2.5164733070e+02	-1.0819323333e+06	9.9612638328e+03	5.3589651773e+03	-3.5645344000e-01	-2.6991926857e-01
5.9527884917e+05	2.0944084600e+10	1.8457767439e+03	3.9313631097e+03	9.9826719032e+00	1.8736387522e-05	1.2161219200e+03	4.1602818741e-12	2.5436866115e-05	2.5164733070e+02	-1.0755109064e+06	9.9740319781e+03	5.3624869186e+03	-3.5534745142e-01	-2.6927410858e-01
6.0220525444e+05	2.1216084400e+10	1.8477538412e+03	3.9358295476e+03	9.9837833411e+00	1.8631141985e-05	1.2158670872e+03	4.1417422455e-12	2.5407966606e-05	2.5164733070e+02	-1.0690897650e+06	9.9868040671e+03	5.3660108853e+03	-3.5424084048e-01	-2.6863600539e-01
6.0912304242e+05	2.1488084200e+10	1.8497446878e+03	3.9402779123e+03	9.9848989346e+00	1.8527181757e-05	1.2156154371e+03	4.1233927873e-12	2.5379244236e-05	2.5164733070e+02	-1.0626768037e+06	9.9995102299e+03	5.3695038392e+03	-3.5250918285e-01	-2.6909630858e-01
6.1603229150e+05	2.1760084000e+10	1.8516976815e+03	3.9446797376e+03	9.9860189554e+00	1.8426881921e-05	1.2153736619e+03	4.1052577631e-12	2.5350997150e-05	2.5164733070e+02	-1.0562773240e+06	1.0012048197e+04	5.3729301495e+03	-3.5038937143e-01	-2.6854331429e-01
6.2293305559e+05	2.2032083800e+10	1.8536524808e+03	3.9490828715e+03	9.9871436589e+00	1.8326478034e-05	1.2151311949e+03	4.0872790666e-12	2.5322736506e-05	2.5164733070e+02	-1.0498781664e+06	1.0024593816e+04	5.3763581359e+03	-3.4826956000e-01	-2.6799031999e-01
6.2982548649e+05	2.2304083600e+10	1.8556090883e+03	3.9534873156e+03	9.9882732395e+00	1.8225969953e-05	1.2148880351e+03	4.0694546822e-12	2.5294462287e-05	2.5164733070e+02	-1.0434793314e+06	1.0037147096e+04	5.3797878006e+03	-3.4614974857e-01	-2.6743732571e-01
6.3670772734e+05	2.2576083400e+10	1.8585869533e+03	3.9605756740e+03	9.9894011426e+00	1.8181161461e-05	1.2150294470e+03	4.0447269417e-12	2.5249431236e-05	2.5164733070e+02	-1.0373533501e+06	1.0058235833e+04	5.3907227461e+03	-3.8726291428e-01	-3.0425571429e-01
6.4357201621e+05	2.2848083200e+10	1.8635917974e+03	3.9730291706e+03	9.9905007042e+00	1.8248102035e-05	1.2159444548e+03	4.0064284081e-12	2.5170883729e-05	2.5164733070e+02	-1.0317709379e+06	1.0096380746e+04	5.4166646887e+03	-5.1905988572e-01	-4.1946285714e-01
6.5041346612e+05	2.3120083000e+10	1.8684337291e+03	3.9851011918e+03	9.9915543680e+00	1.8307379414e-05	1.2168095846e+03	3.9698117396e-12	2.5094675618e-05	2.5164733070e+02	-1.0261475163e+06	1.0133312446e+04	5.4415405481e+03	-6.5085685714e-01	-5.3467000001e-01
6.5723528984e+05	2.3392082800e+10	1.8731205754e+03	3.9968100653e+03	9.9925726123e+00	1.8359361770e-05	1.2176272328e+03	3.9347593161e-12	2.5020694507e-05	2.5164733070e+02	-1.0204850554e+06	1.0169089220e+04	5.4654015437e+03	-7.8265382857e-01	-6.4987714286e-01
6.6402308256e+05	2.3664082600e+10	1.8741228104e+03	4.0288380631e+03	9.9935049877e+00	1.8948743022e-05	1.2212107491e+03	3.8683764793e-12	2.4829388859e-05	2.5164733070e+02	-1.0140255471e+06	1.0237623360e+04	5.5223269019e+03	-8.3408519999e-01	-6.9908492572e-01
6.7072713840e+05	2.3936082400e+10	1.8694571373e+03	4.0935659280e+03	9.9941755799e+00	2.0399198799e-05	1.2292017408e+03	3.7553490263e-12	2.4449357199e-05	2.5164733070e+02	-1.0063468424e+06	1.0359224006e+04	5.6327693713e+03	-7.5758765714e-01	-6.4323250285e-01
6.7732324061e+05	2.4208082200e+10	1.8648006871e+03	4.1581612279e+03	9.9944975003e+00	2.1844816194e-05	1.2371152604e+03	3.6491738541e-12	2.4070445714e-05	2.5164733070e+02	-9.9867029257e+05	1.0480104545e+04	5.7426852451e+03	-6.8109011427e-01	-5.8738008000e-01
6.8381673157e+05	2.4480082000e+10	1.8601534325e+03	4.2226243558e+03	9.9944860170e+00	2.3285609537e-05	1.2449515374e+03	3.5492475333e-12	2.3692651087e-05	2.5164733070e+02	-9.9099589138e+05	1.0600267111e+04	5.8520760831e+03	-6.0459257145e-01	-5.3152765715e-01
6.9022753068e+05	2.4752081800e+10	1.8591028939e+03	4.2619485877e+03	9.9942088685e+00	2.4077278417e-05	1.2493786431e+03	3.4866911341e-12	2.3463846616e-05	2.5164733070e+02	-9.8429103320e+05	1.0677918224e+04	5.9198121336e+03	-5.4836422858e-01	-4.8870543430e-01
6.9660506852e+05	2.5024081600e+10	1.8624730205e+03	4.2705688658e+03	9.9938380209e+00	2.4077198458e-05	1.2496987506e+03	3.4646277618e-12	2.3416702527e-05	2.5164733070e+02	-9.7877805281e+05	1.0704190468e+04	5.9370167636e+03	-5.1702788571e-01	-4.6188521143e-01
7.0297234379e+05	2.5296081400e+10	1.8658603463e+03	4.2792485962e+03	9.9934549542e+00	2.4078282969e-05	1.2500276324e+03	3.4427196903e-12	2.3369212728e-05	2.5164733070e+02	-9.7326959004e+05	1.0730665572e+04	5.9543946859e+03	-4.8569154284e-01	-4.3506498858e-01
7.0932621453e+05	2.5568081200e+10	1.8692650035e+03	4.2879882350e+03	9.9930479766e+00	2.4080540886e-05	1.2503653556e+03	3.4209653840e-12	2.3321374568e-05	2.5164733070e+02	-9.6776567954e+05	1.0757345095e+04	5.9719472305e+03	-4.5435520000e-01	-4.0824476571e-01
7.1566806048e+05	2.5840081000e+10	1.8723821123e+03	4.2960019403e+03	9.9926217804e+00	2.4069621285e-05	1.2506098655e+03	3.4009025133e-12	2.3277816498e-05	2.5164733070e+02	-9.6221421070e+05	1.0781563939e+04	5.9874364507e+03	-4.3150971425e-01	-3.8883045714e-01
7.2199890448e+05	2.6112080800e+10	1.8752203539e+03	4.3032967243e+03	9.9921798681e+00	2.4045593435e-05	1.2507618976e+03	3.3824638365e-12	2.3238489017e-05	2.5164733070e+02	-9.5661603259e+05	1.0803349518e+04	6.0008827640e+03	-4.1676320001e-01	-3.7648025143e-01
7.2831939156e+05	2.6384080600e+10	1.8781027335e+03	4.3106043082e+03	9.9917241918e+00	2.4021926877e-05	1.2509174157e+03	3.3641987230e-12	2.3199084905e-05	2.5164733070e+02	-9.5102394092e+05	1.0825181173e+04	6.0143655894e+03	-4.0927382857e-01	-3.7052358858e-01
7.3462938451e+05	2.6656080400e+10	1.8809964767e+03	4.3179356535e+03	9.9912544378e+00	2.3998697119e-05	1.2510764149e+03	3.3460830997e-12	2.3159541763e-05	2.5164733070e+02	-9.4543457837e+05	1.0847092326e+04	6.0279198266e+03	-3.9452731429e-01	-3.5725172571e-01
7.4092932741e+05	2.6928080200e+10	1.8837363363e+03	4.3247138167e+03	9.9907719897e+00	2.3966439887e-05	1.2511701902e+03	3.3292145679e-12	2.3123244120e-05	2.5164733070e+02	-9.3983021282e+05	1.0867101411e+04	6.0399102000e+03	-3.8348920003e-01	-3.4816505714e-01
7.4722007332e+05	2.7200080000e+10	1.8863619015e+03	4.3310769604e+03	9.9902795423e+00	2.3927373161e-05	1.2512148972e+03	3.3132980305e-12	2.3089376130e-05	2.5164733070e+02	-9.3421456971e+05	1.0885692977e+04	6.0507281866e+03	-3.7519428570e-01	-3.4217428572e-01
7.5350192964e+05	2.7472079800e+10	1.8889933276e+03	4.3374490692e+03	9.9897781262e+00	2.3888435173e-05	1.2512609084e+03	3.2975158002e-12	2.3055449041e-05	2.5164733070e+02	-9.2860041186e+05	1.0904325950e+04	6.0615756612e+03	-3.6689937144e-01	-3.3618351428e-01
7.5977482113e+05	2.7744079600e+10	1.8916306342e+03	4.3438301732e+03	9.9892676930e+00	2.3849626354e-05	1.2513082280e+03	3.2818661552e-12	2.3021462654e-05	2.5164733070e+02	-9.2298774426e+05	1.0923000469e+04	6.0724527226e+03	-3.5860445716e-01	-3.3019274286e-01
7.6603915533e+05	2.8016079400e+10	1.8941807463e+03	4.3496737908e+03	9.9887494716e+00	2.3802810702e-05	1.2513028987e+03	3.2673471401e-12	2.2990556477e-05	2.5164733070e+02	-9.1737572111e+05	1.0939895775e+04	6.0818456765e+03	-3.5324868570e-01	-3.2567154286e-01
7.7229574336e+05	2.8288079200e+10	1.8966826794e+03	4.3552124030e+03	9.9882258903e+00	2.3751420851e-05	1.2512676869e+03	3.2535087508e-12	2.2961394638e-05	2.5164733070e+02	-9.1176428286e+05	1.0955778371e+04	6.0903982488e+03	-3.4956205714e-01	-3.2198491427e-01
7.7854469195e+05	2.8560079000e+10	1.8991890427e+03	4.3607555712e+03	9.9876976524e+00	2.3700059136e-05	1.2512331170e+03	3.2397782835e-12	2.2932198631e-05	2.5164733070e+02	-9.0615381999e+05	1.0971677882e+04	6.0989678583e+03	-3.4587542857e-01	-3.1829828571e-01
7.8478598838e+05	2.8832078800e+10	1.9016998479e+03	4.3663033075e+03	9.9871648446e+00	2.3648725631e-05	1.2511991906e+03	3.2261544660e-12	2.2902968365e-05	2.5164733070e+02	-9.0054433510e+05	1.0987594353e+04	6.1075545504e+03	-3.4218880000e-01	-3.1461165714e-01
7.9101999923e+05	2.9104078600e+10	1.9041531409e+03	4.3714014715e+03	9.9866284440e+00	2.3591523413e-05	1.2511232101e+03	3.2134240667e-12	2.2876284711e-05	2.5164733070e+02	-8.9493998634e+05	1.1002049136e+04	6.1149324546e+03	-3.4213074287e-01	-3.1315151999e-01
7.9724725482e+05	2.9376078400e+10	1.9065918780e+03	4.3763081757e+03	9.9860901983e+00	2.3531810648e-05	1.2510288386e+03	3.2011230405e-12	2.2850681767e-05	2.5164733070e+02	-8.8933906448e+05	1.1015884101e+04	6.1217956929e+03	-3.3844411430e-01	-3.1057088001e-01
8.0346787955e+05	2.9648078200e+10	1.9090342340e+03	4.3812180658e+03	9.9855506387e+00	2.3472083280e-05	1.2509341712e+03	3.1889101043e-12	2.2825053989e-05	2.5164733070e+02	-8.8373893090e+05	1.1029735836e+04	6.1286704036e+03	-3.3475748571e-01	-3.0799024000e-01
8.0968184193e+05	2.9920078000e+10	1.9114802167e+03	4.3861311489e+03	9.9850100008e+00	2.3412341275e-05	1.2508392074e+03	3.1767843067e-12	2.2799401323e-05	2.5164733070e+02	-8.7813958735e+05	1.1043604379e+04	6.1355566124e+03	-3.3107085716e-01	-3.0540960000e-01
8.1588938830e+05	3.0192077800e+10	1.9138637829e+03	4.3907261945e+03	9.9844686345e+00	2.3349295001e-05	1.2507175019e+03	3.1652714745e-12	2.2775574907e-05	2.5164733070e+02	-8.7254552277e+05	1.1056456088e+04	6.1416002059e+03	-3.2808817143e-01	-3.0311053715e-01
8.2209089780e+05	3.0464077600e+10	1.9162285304e+03	4.3952248248e+03	9.9839278135e+00	2.3285201398e-05	1.2505876510e+03	3.1539989057e-12	2.2752299546e-05	2.5164733070e+02	-8.6695331646e+05	1.1069001236e+04	6.1473898615e+03	-3.2532320000e-01	-3.0089856001e-01
8.2828638776e+05	3.0736077400e+10	1.9185946166e+03	4.3997263581e+03	9.9833878397e+00	2.3221075800e-05	1.2504578780e+03	3.1428018423e-12	2.2729003155e-05	2.5164733070e+02	-8.6136153786e+05	1.1081559030e+04	6.1531895786e+03	-3.2255822856e-01	-2.9868658286e-01
8.3447585989e+05	3.1008077200e+10	1.9209620427e+03	4.4042307970e+03	9.9828487568e+00	2.3156918182e-05	1.2503281830e+03	3.1316795271e-12	2.2705685716e-05	2.5164733070e+02	-8.5577018732e+05	1.1094129479e+04	6.1589993660e+03	-3.1979325713e-01	-2.9647460571e-01
8.4065947857e+05	3.1280077000e+10	1.9232681239e+03	4.4085134529e+03	9.9823111433e+00	2.3091334695e-05	1.2501841017e+03	3.1209752611e-12	2.2683676966e-05	2.5164733070e+02	-8.5018482797e+05	1.1105997469e+04	6.1642408270e+03	-3.1702828570e-01	-2.9449122859e-01
8.4683749482e+05	3.1552076800e+10	1.9255627263e+03	4.4127522042e+03	9.9817756182e+00	2.3025428781e-05	1.2500360005e+03	3.1104120441e-12	2.2661926561e-05	2.5164733070e+02	-8.4460107721e+05	1.1117727818e+04	6.1693696288e+03	-3.1426331429e-01	-2.9255574857e-01
8.5300989737e+05	3.1824076600e+10	1.9278590155e+03	4.4169941572e+03	9.9812423673e+00	2.2959492607e-05	1.2498868078e+03	3.0999167155e-12	2.2640155941e-05	2.5164733070e+02	-8.3901777133e+05	1.1129470330e+04	6.1745068228e+03	-3.1149834285e-01	-2.9062026857e-01
8.5917669182e+05	3.2096076400e+10	1.9301569935e+03	4.4212393155e+03	9.9807115392e+00	2.2893526138e-05	1.2497365222e+03	3.0894886207e-12	2.2618365083e-05	2.5164733070e+02	-8.3343491083e+05	1.1141225020e+04	6.1796524180e+03	-3.0873337142e-01	-2.8868478857e-01
8.6533799971e+05	3.2368076200e+10	1.9324303152e+03	4.4253169907e+03	9.9801834434e+00	2.2827388724e-05	1.2495822738e+03	3.0793657578e-12	2.2597559836e-05	2.5164733070e+02	-8.2786252493e+05	1.1152450486e+04	6.1843857888e+03	-3.0959697142e-01	-2.8844675428e-01
8.7149399861e+05	3.2640076000e+10	1.9347013216e+03	4.4293759192e+03	9.9796584932e+00	2.2761193892e-05	1.2494271128e+03	3.0693353940e-12	2.2576866694e-05	2.5164733070e+02	-8.2229171804e+05	1.1163620860e+04	6.1890742669e+03	-3.0683200001e-01	-2.8678777143e-01
8.7764467521e+05	3.2912075800e+10	1.9369721029e+03	4.4334373833e+03	9.9791368732e+00	2.2694956731e-05	1.2492713773e+03	3.0593669907e-12	2.2556160873e-05	2.5164733070e+02	-8.1672112660e+05	1.1174803861e+04	6.1937703444e+03	-3.0406702857e-01	-2.8512878857e-01
8.8379003622e+05	3.3184075600e+10	1.9392426590e+03	4.4375013827e+03	9.9786185815e+00	2.2628677246e-05	1.2491150673e+03	3.0494599776e-12	2.2535442374e-05	2.5164733070e+02	-8.1115075057e+05	1.1185999488e+04	6.1984740200e+03	-3.0130205716e-01	-2.8346980572e-01
8.8993016157e+05	3.3456075400e+10	1.9414618034e+03	4.4414416505e+03	9.9781039552e+00	2.2562956740e-05	1.2489530782e+03	3.0397774437e-12	2.2515497001e-05	2.5164733070e+02	-8.0558924008e+05	1.1196816532e+04	6.2028798048e+03	-3.0029331429e-01	-2.8207425715e-01
8.9606516714e+05	3.3728075200e+10	1.9436805168e+03	4.4453774905e+03	9.9775934030e+00	2.2497221501e-05	1.2487904633e+03	3.0301623255e-12	2.2495575456e-05	2.5164733070e+02	-8.0002864647e+05	1.1207617834e+04	6.2072760120e+03	-2.9937165713e-01	-2.8069177143e-01
9.0219506954e+05	3.4000075000e+10	1.9459013970e+03	4.4493151496e+03	9.9770869322e+00	2.2431441595e-05	1.2486274802e+03	3.0206059390e-12	2.2475638692e-05	2.5164733070e+02	-7.9446854811e+05	1.1218422578e+04	6.2116777486e+03	-2.9845000001e-01	-2.7930928572e-01
9.0831984717e+05	3.4272074800e+10	1.9481235689e+03	4.4532530959e+03	9.9765847211e+00	2.2365634379e-05	1.2484641418e+03	3.0111096057e-12	2.2455697028e-05	2.5164733070e+02	-7.8890908141e+05	1.1229225688e+04	6.2160813357e+03	-2.9751382855e-01	-2.7792970284e-01
9.1443957050e+05	3.4544074600e+10	1.9502928804e+03	4.4570967477e+03	9.9760869023e+00	2.2300871575e-05	1.2483010178e+03	3.0017864468e-12	2.2436386557e-05	2.5164733070e+02	-7.8335851757e+05	1.1239716609e+04	6.2202595781e+03	-2.9567051428e-01	-2.7673154857e-01
9.2055434167e+05	3.4816074400e+10	1.9524640922e+03	4.4609418032e+03	9.9755935838e+00	2.2236064591e-05	1.2481369895e+03	2.9925189806e-12	2.2417061069e-05	2.5164733070e+02	-7.7780830505e+05	1.1250214968e+04	6.2244424952e+03	-2.9382720000e-01	-2.7553339429e-01
9.2666413955e+05	3.5088074200e+10	1.9546372067e+03	4.4647882643e+03	9.9751049395e+00	2.2171213369e-05	1.2479720557e+03	2.9833067078e-12	2.2397720546e-05	2.5164733070e+02	-7.7225844430e+05	1.1260720777e+04	6.2286300933e+03	-2.9198388571e-01	-2.7433524000e-01
9.3276897626e+05	3.5360074000e+10	1.9568082653e+03	4.4686299379e+03	9.9746209831e+00	2.2106420097e-05	1.2478064637e+03	2.9741561417e-12	2.2378408777e-05	2.5164733070e+02	-7.6670969650e+05	1.1271213193e+04	6.2328082693e+03	-2.9014057143e-01	-2.7314434286e-01
9.3886890220e+05	3.5632073800e+10	1.9589450138e+03	4.4723993995e+03	9.9741422274e+00	2.2042794770e-05	1.2476437332e+03	2.9651435620e-12	2.2359609738e-05	2.5164733070e+02	-7.6117137085e+05	1.1281462819e+04	6.2368220443e+03	-2.9192582859e-01	-2.7312692571e-01
9.4496398615e+05	3.5904073600e+10	1.9610980039e+03	4.4761683811e+03	9.9736684576e+00	2.1979149547e-05	1.2474814630e+03	2.9561868566e-12	2.2340816003e-05	2.5164733070e+02	-7.5563504687e+05	1.1291711144e+04	6.2408347876e+03	-2.9008251429e-01	-2.7202093714e-01
9.5105423656e+05	3.6176073400e+10	1.9632525955e+03	4.4799383908e+03	9.9731998268e+00	2.1915459813e-05	1.2473187748e+03	2.9472826063e-12	2.2322011173e-05	2.5164733070e+02	-7.5009905683e+05	1.1301966944e+04	6.2448518593e+03	-2.8823920000e-01	-2.7091494857e-01
9.5713965114e+05	3.6448073200e+10	1.9654032935e+03	4.4837000022e+03	9.9727364945e+00	2.1851934495e-05	1.2471562413e+03	2.9384399042e-12	2.2303259905e-05	2.5164733070e+02	-7.4456492291e+05	1.1312198441e+04	6.2488523313e+03	-2.8652651430e-01	-2.6982202286e-01
9.6322027787e+05	3.6720073000e+10	1.9675221651e+03	4.4874057804e+03	9.9722786111e+00	2.1789630253e-05	1.2469964642e+03	2.9297063255e-12	2.2284886936e-05	2.5164733070e+02	-7.3904030934e+05	1.1322242668e+04	6.2527301469e+03	-2.8560485714e-01	-2.6880820000e-01
9.6929615130e+05	3.6992072800e+10	1.9696423895e+03	4.4911129849e+03	9.9718263102e+00	2.1727281727e-05	1.2468357476e+03	2.9210233660e-12	2.2266499017e-05	2.5164733070e+02	-7.3351597875e+05	1.1332290415e+04	6.2566118966e+03	-2.8468319999e-01	-2.6779437715e-01
9.7536729601e+05	3.7264072600e+10	1.9717639679e+03	4.4948216173e+03	9.9713797360e+00	2.1664888873e-05	1.2466740907e+03	2.9123905861e-12	2.2248096131e-05	2.5164733070e+02	-7.2799193141e+05	1.1342341687e+04	6.2604975842e+03	-2.8376154287e-01	-2.6678055428e-01
9.8143371035e+05	3.7536072400e+10	1.9738777578e+03	4.4985203317e+03	9.9709389947e+00	2.1602761984e-05	1.2465121026e+03	2.9038181230e-12	2.2229762970e-05	2.5164733070e+02	-7.2247015694e+05	1.1352357472e+04	6.2643626035e+03	-2.8283988571e-01	-2.6576673145e-01
9.8749541970e+05	3.7808072200e+10	1.9759574927e+03	4.5021761359e+03	9.9705041650e+00	2.1541797012e-05	1.2463517497e+03	2.8953357107e-12	2.2211748730e-05	2.5164733070e+02	-7.1695644231e+05	1.1362225155e+04	6.2681358849e+03	-2.8191822857e-01	-2.6475290857e-01
9.9355248183e+05	3.8080072000e+10	1.9780387672e+03	4.5058329375e+03	9.9700753446e+00	2.1480788909e-05	1.2461907991e+03	2.8869016423e-12	2.2193727570e-05	2.5164733070e+02	-7.1144309183e+05	1.1372096238e+04	6.2719129773e+03	-2.8099657142e-01	-2.6373908572e-01
9.9960489402e+05	3.8352071800e+10	1.9801215829e+03	4.5094907376e+03	9.9696526156e+00	2.1419737628e-05	1.2460292501e+03	2.8785155047e-12	2.2175699483e-05	2.5164733070e+02	-7.0593010592e+05	1.1381970726e+04	6.2756938848e+03	-2.8007491428e-01	-2.6272526286e-01
1.0056526573e+06	3.8624071600e+10	1.9821959603e+03	4.5131361577e+03	9.9692360612e+00	2.1359053116e-05	1.2458683597e+03	2.8701889258e-12	2.2157761650e-05	2.5164733070e+02	-7.0042029569e+05	1.1391809770e+04	6.2794493479e+03	-2.7890651430e-01	-2.6173611429e-01
1.0116958089e+06	3.8896071400e+10	1.9842436237e+03	4.5167463019e+03	9.9688257726e+00	2.1299445554e-05	1.2457105635e+03	2.8619421434e-12	2.2140082339e-05	2.5164733070e+02	-6.9491839978e+05	1.1401548566e+04	6.2831285518e+03	-2.7706319999e-01	-2.6081445715e-01
1.0177343734e+06	3.9168071200e+10	1.9862996757e+03	4.5203569883e+03	9.9684218718e+00	2.1239806903e-05	1.2455527240e+03	2.8537430092e-12	2.2122402037e-05	2.5164733070e+02	-6.8941757584e+05	1.1411292215e+04	6.2868083322e+03	-2.7577142855e-01	-2.6134422857e-01
1.0237683698e+06	3.9440071000e+10	1.9883727218e+03	4.5239669915e+03	9.9680244663e+00	2.1180153991e-05	1.2453946992e+03	2.8455924319e-12	2.2104727231e-05	2.5164733070e+02	-6.8391880122e+05	1.1421032928e+04	6.2904855105e+03	-2.7577142855e-01	-2.6042257143e-01
1.0297978109e+06	3.9712070800e+10	1.9904334917e+03	4.5275632308e+03	9.9676336618e+00	2.1120971600e-05	1.2452382814e+03	2.8374986045e-12	2.2087163438e-05	2.5164733070e+02	-6.7842379414e+05	1.1430719701e+04	6.2941352558e+03	-2.7546662857e-01	-2.5950091429e-01
1.0358227144e+06	3.9984070600e+10	1.9924687059e+03	4.5311302469e+03	9.9672495615e+00	2.1062778725e-05	1.2450858274e+03	2.8294723252e-12	2.2069829390e-05	2.5164733070e+02	-6.7293610039e+05	1.1440299999e+04	6.2977257079e+03	-2.7454497143e-01	-2.5857925714e-01
1.0418430971e+06	4.0256070400e+10	1.9945053139e+03	4.5346978779e+03	9.9668722477e+00	2.1004539554e-05	1.2449328269e+03	2.8214906082e-12	2.2052484746e-05	2.5164733070e+02	-6.6744866085e+05	1.1449883668e+04	6.3013195524e+03	-2.7362331428e-01	-2.5765760000e-01
1.0478589726e+06	4.0528070200e+10	1.9965433169e+03	4.5382661244e+03	9.9665018113e+00	2.0946254040e-05	1.2447792792e+03	2.8135530827e-12	2.2035129495e-05	2.5164733070e+02	-6.6196147578e+05	1.1459470710e+04	6.3049167929e+03	-2.7270165714e-01	-2.5673594285e-01
1.0538703564e+06	4.0800070000e+10	1.9985711282e+03	4.5418185796e+03	9.9661383473e+00	2.0888525959e-05	1.2446256885e+03	2.8056720825e-12	2.2017882922e-05	2.5164733070e+02	-6.5647888603e+05	1.1468998986e+04	6.3084839265e+03	-2.7141714283e-01	-2.5585057143e-01
1.0598772638e+06	4.1072069800e+10	2.0005826201e+03	4.5453466226e+03	9.9657819508e+00	2.0831689797e-05	1.2444722923e+03	2.7978538778e-12	2.2000812193e-05	2.5164733070e+02	-6.5100330609e+05	1.1478437453e+04	6.3120025344e+03	-2.6957382855e-01	-2.5502108001e-01
1.0658797112e+06	4.1344069600e+10	2.0025956964e+03	4.5488756255e+03	9.9654327049e+00	2.0774819304e-05	1.2443182980e+03	2.7900784559e-12	2.1983734782e-05	2.5164733070e+02	-6.4552808245e+05	1.1487882912e+04	6.3155240766e+03	-2.6773051428e-01	-2.5419158857e-01
1.0718777144e+06	4.1616069400e+10	2.0046103588e+03	4.5524055894e+03	9.9650906950e+00	2.0717914440e-05	1.2441637047e+03	2.7823454660e-12	2.1966650682e-05	2.5164733070e+02	-6.4005321553e+05	1.1497335370e+04	6.3190485566e+03	-2.6588719998e-01	-2.5336209715e-01
1.0778712892e+06	4.1888069200e+10	2.0066092024e+03	4.5559196207e+03	9.9647560109e+00	2.0661632455e-05	1.2440121692e+03	2.7746667070e-12	2.1949702679e-05	2.5164733070e+02	-6.3458343564e+05	1.1506744189e+04	6.3225403249e+03	-2.6446480000e-01	-2.5261678856e-01
1.0838604491e+06	4.2160069000e+10	2.0085880734e+03	4.5594145826e+03	9.9644287275e+00	2.0606094363e-05	1.2438648750e+03	2.7670438336e-12	2.1932917556e-05	2.5164733070e+02	-6.2911950154e+05	1.1516097236e+04	6.3259922609e+03	-2.6354314286e-01	-2.5197162857e-01
1.0898452083e+06	4.2432068800e+10	2.0105673621e+03	4.5629105991e+03	9.9641089682e+00	2.0550516855e-05	1.2437176542e+03	2.7594619477e-12	2.1916125329e-05	2.5164733070e+02	-6.2365573467e+05	1.1525453821e+04	6.3294466453e+03	-2.6262148573e-01	-2.5132646856e-01
1.0958255811e+06	4.2704068600e+10	2.0125470686e+03	4.5664076705e+03	9.9637967826e+00	2.0494899918e-05	1.2435705068e+03	2.7519207195e-12	2.1899325994e-05	2.5164733070e+02	-6.1819213509e+05	1.1534813945e+04	6.3329034788e+03	-2.6169982857e-01	-2.5068130857e-01
1.1018015793e+06	4.2976068400e+10	2.0145278631e+03	4.5698858682e+03	9.9634922602e+00	2.0440031690e-05	1.2434232522e+03	2.7444355649e-12	2.1882665054e-05	2.5164733070e+02	-6.1273606301e+05	1.1544093262e+04	6.3363220659e+03	-2.6440674286e-01	-2.5071396571e-01
1.1077732152e+06	4.3248068200e+10	2.0165026748e+03	4.5733470880e+03	9.9631954897e+00	2.0385843145e-05	1.2432756600e+03	2.7370035252e-12	2.1866128314e-05	2.5164733070e+02	-6.0728624240e+05	1.1553302391e+04	6.3397079995e+03	-2.6348508574e-01	-2.4997664000e-01
1.1137405018e+06	4.3520068000e+10	2.0184788400e+03	4.5768089084e+03	9.9629065578e+00	2.0331616793e-05	1.2431277213e+03	2.7296109759e-12	2.1849584901e-05	2.5164733070e+02	-6.0183673485e+05	1.1562514806e+04	6.3430965080e+03	-2.6256342857e-01	-2.4923931428e-01
1.1197034522e+06	4.3792067800e+10	2.0204563602e+03	4.5802713298e+03	9.9626255491e+00	2.0277352594e-05	1.2429794358e+03	2.7222576025e-12	2.1833034809e-05	2.5164733070e+02	-5.9638754068e+05	1.1571730508e+04	6.3464875938e+03	-2.6164177143e-01	-2.4850198858e-01
