# This ASPECT-compatible file contains material properties evaluated along an isentrope by the BurnMan software.
# POINTS: 501
# depth (m), pressure (Pa), temperature (K), density (kg/m^3), gravity (m/s^2), thermal expansivity (1/K), specific heat (J/K/kg), compressibility (1/Pa), molar volume (m^3/mol), molar entropy (J/K/mol), molar Gibbs (J/mol), Vp (m/s), Vs (m/s), dVp/dT (m/s/K), dVs/dT (m/s/K)
depth	pressure	temperature	density	gravity	thermal_expansivity	specific_heat	compressibility	molar_volume	molar_entropy	molar_gibbs	seismic_vp	seismic_vs	seismic_dvp_dt	seismic_dvs_dt
1.1256620791e+06	4.4064067600e+10	2.0224162804e+03	4.5837139324e+03	9.9623525483e+00	2.0223858344e-05	1.2428351710e+03	2.7149554288e-12	2.1816637363e-05	2.5164733070e+02	-5.9094479971e+05	1.1580880445e+04	6.3498415565e+03	-2.6072011429e-01	-2.4776466286e-01
1.1316163950e+06	4.4336067400e+10	2.0243634482e+03	4.5871425523e+03	9.9620876393e+00	2.0170910092e-05	1.2426935360e+03	2.7077006242e-12	2.1800350038e-05	2.5164733070e+02	-5.8550669603e+05	1.1589984307e+04	6.3531697596e+03	-2.5979845715e-01	-2.4702733715e-01
1.1375664127e+06	4.4608067200e+10	2.0263113001e+03	4.5905718261e+03	9.9618309046e+00	2.0117930643e-05	1.2425513625e+03	2.7004840436e-12	2.1784059427e-05	2.5164733070e+02	-5.8006881310e+05	1.1599091581e+04	6.3565006656e+03	-2.5887680002e-01	-2.4629001143e-01
1.1435121451e+06	4.4880067000e+10	2.0282598367e+03	4.5940017541e+03	9.9615824259e+00	2.0064919979e-05	1.2424086503e+03	2.6933053857e-12	2.1767765529e-05	2.5164733070e+02	-5.7463115104e+05	1.1608202270e+04	6.3598342758e+03	-2.5795514284e-01	-2.4555268571e-01
1.1494536047e+06	4.5152066800e+10	2.0301917938e+03	4.5974119983e+03	9.9613422854e+00	2.0012775150e-05	1.2422670578e+03	2.6861770393e-12	2.1751630973e-05	2.5164733070e+02	-5.6920090115e+05	1.1617248948e+04	6.3631295247e+03	-2.5643839999e-01	-2.4487486857e-01
1.1553908005e+06	4.5424066600e+10	2.0321147848e+03	4.6008120361e+03	9.9611105734e+00	1.9961088533e-05	1.2421260340e+03	2.6790925904e-12	2.1735579421e-05	2.5164733070e+02	-5.6377475266e+05	1.1626264963e+04	6.3664046631e+03	-2.5459508572e-01	-2.4422970857e-01
1.1613237420e+06	4.5696066400e+10	2.0340382460e+03	4.6042130938e+03	9.9608873752e+00	1.9909367212e-05	1.2419847110e+03	2.6720447053e-12	2.1719520985e-05	2.5164733070e+02	-5.5834874503e+05	1.1635287949e+04	6.3696821681e+03	-2.5275177142e-01	-2.4358454856e-01
1.1672524399e+06	4.5968066200e+10	2.0359621776e+03	4.6076151718e+03	9.9606727748e+00	1.9857611174e-05	1.2418430886e+03	2.6650331016e-12	2.1703455664e-05	2.5164733070e+02	-5.5292287830e+05	1.1644317909e+04	6.3729620408e+03	-2.5090845715e-01	-2.4293938857e-01
1.1731769049e+06	4.6240066000e+10	2.0378637987e+03	4.6109969655e+03	9.9604668559e+00	1.9806720845e-05	1.2417052253e+03	2.6580701092e-12	2.1687553563e-05	2.5164733070e+02	-5.4750430315e+05	1.1653256244e+04	6.3762012016e+03	-2.5037142856e-01	-2.4229422856e-01
1.1790971476e+06	4.6512065800e+10	2.0397565355e+03	4.6143710055e+03	9.9602697020e+00	1.9756166477e-05	1.2415687311e+03	2.6511480888e-12	2.1671714612e-05	2.5164733070e+02	-5.4208880197e+05	1.1662154957e+04	6.3794249831e+03	-2.5037142856e-01	-2.4164906857e-01
1.1850131782e+06	4.6784065600e+10	2.0416618972e+03	4.6177444661e+03	9.9600813964e+00	1.9705594554e-05	1.2414318478e+03	2.6442631580e-12	2.1655874117e-05	2.5164733070e+02	-5.3667481884e+05	1.1671048368e+04	6.3826470280e+03	-2.5263565714e-01	-2.4220569143e-01
1.1909250073e+06	4.7056065400e+10	2.0435807142e+03	4.6211167399e+03	9.9599020224e+00	1.9655011217e-05	1.2412941881e+03	2.6374151122e-12	2.1640032365e-05	2.5164733070e+02	-5.3126248548e+05	1.1679941486e+04	6.3858673914e+03	-2.5079234287e-01	-2.4146836571e-01
1.1968326455e+06	4.7328065200e+10	2.0454824503e+03	4.6244641723e+03	9.9597316633e+00	1.9605408935e-05	1.2411588902e+03	2.6306161497e-12	2.1624375639e-05	2.5164733070e+02	-5.2585936915e+05	1.1688780351e+04	6.3890473174e+03	-2.5037142857e-01	-2.4080216000e-01
1.2027361030e+06	4.7600065000e+10	2.0473792886e+03	4.6278051040e+03	9.9595704020e+00	1.9556074474e-05	1.2410243437e+03	2.6238556515e-12	2.1608771921e-05	2.5164733070e+02	-5.2045906397e+05	1.1697601837e+04	6.3922168932e+03	-2.5037142856e-01	-2.4015700000e-01
1.2086353866e+06	4.7872064800e+10	2.0492765354e+03	4.6311470475e+03	9.9594183210e+00	1.9506709161e-05	1.2408896890e+03	2.6171291373e-12	2.1593164881e-05	2.5164733070e+02	-5.1505890584e+05	1.1706423221e+04	6.3953888187e+03	-2.5037142857e-01	-2.3951184001e-01
1.2145305040e+06	4.8144064600e+10	2.0511741909e+03	4.6344900031e+03	9.9592755029e+00	1.9457312986e-05	1.2407549263e+03	2.6104363514e-12	2.1577554517e-05	2.5164733070e+02	-5.0965889482e+05	1.1715244502e+04	6.3985630946e+03	-2.5037142856e-01	-2.3886667999e-01
1.2204214641e+06	4.8416064400e+10	2.0530482177e+03	4.6378118775e+03	9.9591420297e+00	1.9408910083e-05	1.2406235604e+03	2.6037887355e-12	2.1562133155e-05	2.5164733070e+02	-5.0426759676e+05	1.1723975185e+04	6.4016914993e+03	-2.4960217144e-01	-2.3829844572e-01
1.2263082759e+06	4.8688064200e+10	2.0549182677e+03	4.6411300228e+03	9.9590179820e+00	1.9360680191e-05	1.2404925312e+03	2.5971770061e-12	2.1546743616e-05	2.5164733070e+02	-4.9887818393e+05	1.1732690906e+04	6.4048122628e+03	-2.4868051429e-01	-2.3774545143e-01
1.2321909484e+06	4.8960064000e+10	2.0567891375e+03	4.6444487835e+03	9.9589034360e+00	1.9312420484e-05	1.2403611215e+03	2.5905986236e-12	2.1531347527e-05	2.5164733070e+02	-4.9348896315e+05	1.1741409870e+04	6.4079349000e+03	-2.4775885715e-01	-2.3719245714e-01
1.2380694905e+06	4.9232063800e+10	2.0586608277e+03	4.6477681602e+03	9.9587984702e+00	1.9264130943e-05	1.2402293309e+03	2.5840533362e-12	2.1515944883e-05	2.5164733070e+02	-4.8809993456e+05	1.1750132081e+04	6.4110594123e+03	-2.4683720001e-01	-2.3663946286e-01
1.2439439111e+06	4.9504063600e+10	2.0605110657e+03	4.6510627938e+03	9.9587031625e+00	1.9216896264e-05	1.2401002269e+03	2.5775541778e-12	2.1500731622e-05	2.5164733070e+02	-4.8272084978e+05	1.1758771817e+04	6.4141425369e+03	-2.4591554286e-01	-2.3600373714e-01
1.2498142192e+06	4.9776063400e+10	2.0623601212e+03	4.6543550954e+03	9.9586175903e+00	1.9169756574e-05	1.2399711196e+03	2.5710888364e-12	2.1485534451e-05	2.5164733070e+02	-4.7734315261e+05	1.1767404854e+04	6.4172227765e+03	-2.4499388572e-01	-2.3535857714e-01
1.2556804236e+06	5.0048063200e+10	2.0642105646e+03	4.6576479546e+03	9.9585418303e+00	1.9122588210e-05	1.2398416602e+03	2.5646555407e-12	2.1470331035e-05	2.5164733070e+02	-4.7196573583e+05	1.1776040960e+04	6.4203050761e+03	-2.4407222858e-01	-2.3471341714e-01
1.2615425332e+06	5.0320063000e+10	2.0660623976e+03	4.6609413720e+03	9.9584759413e+00	1.9075391139e-05	1.2397118485e+03	2.5582540529e-12	2.1455121367e-05	2.5164733070e+02	-4.6658859975e+05	1.1784680139e+04	6.4233894382e+03	-2.4315057142e-01	-2.3406825715e-01
1.2674005571e+06	5.0592062800e+10	2.0678862598e+03	4.6642111238e+03	9.9584200593e+00	1.9029245535e-05	1.2395854946e+03	2.5518970591e-12	2.1440112708e-05	2.5164733070e+02	-4.6122099969e+05	1.1793231907e+04	6.4264241933e+03	-2.4222891429e-01	-2.3351163428e-01
1.2732545042e+06	5.0864062600e+10	2.0697254675e+03	4.6674788218e+03	9.9583742423e+00	1.8983135467e-05	1.2394592738e+03	2.5455737076e-12	2.1425115871e-05	2.5164733070e+02	-4.5585568335e+05	1.1801776714e+04	6.4294536823e+03	-2.4311428573e-01	-2.3386650858e-01
1.2791043815e+06	5.1136062400e+10	2.0715700747e+03	4.6707463439e+03	9.9583385768e+00	1.8937004466e-05	1.2393328455e+03	2.5392817840e-12	2.1410117843e-05	2.5164733070e+02	-4.5049109630e+05	1.1810319864e+04	6.4324838960e+03	-2.4311428571e-01	-2.3322134857e-01
1.2849501926e+06	5.1408062200e+10	2.0734151970e+03	4.6740135114e+03	9.9583131498e+00	1.8890874584e-05	1.2392062270e+03	2.5330208097e-12	2.1395121424e-05	2.5164733070e+02	-4.4512701994e+05	1.1818860600e+04	6.4355150987e+03	-2.4309251427e-01	-2.3257836572e-01
1.2907919440e+06	5.1680062000e+10	2.0752388973e+03	4.6772562759e+03	9.9582980489e+00	1.8845828451e-05	1.2390825220e+03	2.5268007655e-12	2.1380311318e-05	2.5164733070e+02	-4.3977387279e+05	1.1827313690e+04	6.4385009362e+03	-2.4217085713e-01	-2.3202537142e-01
1.2966296424e+06	5.1952061800e+10	2.0770633528e+03	4.6804996459e+03	9.9582933617e+00	1.8800756472e-05	1.2389586249e+03	2.5206108406e-12	2.1365498157e-05	2.5164733070e+02	-4.3442094776e+05	1.1835769959e+04	6.4414886158e+03	-2.4124920001e-01	-2.3147237715e-01
1.3024632944e+06	5.2224061600e+10	2.0788885640e+03	4.6837436218e+03	9.9582991683e+00	1.8755658629e-05	1.2388345357e+03	2.5144508166e-12	2.1350681937e-05	2.5164733070e+02	-4.2906824497e+05	1.1844229410e+04	6.4444781387e+03	-2.4032754285e-01	-2.3091938287e-01
1.3082929071e+06	5.2496061400e+10	2.0807126111e+03	4.6869858324e+03	9.9583155339e+00	1.8710627868e-05	1.2387104781e+03	2.5083218013e-12	2.1335880691e-05	2.5164733070e+02	-4.2371667553e+05	1.1852683704e+04	6.4474654278e+03	-2.3940588573e-01	-2.3035840572e-01
1.3141184887e+06	5.2768061200e+10	2.0825170611e+03	4.6902038273e+03	9.9583425391e+00	1.8666553363e-05	1.2385883439e+03	2.5022363583e-12	2.1321264732e-05	2.5164733070e+02	-4.1837488516e+05	1.1861053234e+04	6.4504117456e+03	-2.3848422858e-01	-2.2971324571e-01
1.3199400466e+06	5.3040061000e+10	2.0843220770e+03	4.6934227704e+03	9.9583802653e+00	1.8622456343e-05	1.2384655670e+03	2.4961804257e-12	2.1306642347e-05	2.5164733070e+02	-4.1303322557e+05	1.1869425955e+04	6.4533602621e+03	-2.3756257144e-01	-2.2906808572e-01
1.3257575882e+06	5.3312060800e+10	2.0861276590e+03	4.6966426623e+03	9.9584287945e+00	1.8578336798e-05	1.2383421469e+03	2.4901537892e-12	2.1292013532e-05	2.5164733070e+02	-4.0769169682e+05	1.1877801870e+04	6.4563109783e+03	-2.3664091428e-01	-2.2842292572e-01
1.3315711207e+06	5.3584060600e+10	2.0879293424e+03	4.6998599300e+03	9.9584882092e+00	1.8534349401e-05	1.2382190965e+03	2.4841574238e-12	2.1277410720e-05	2.5164733070e+02	-4.0235172558e+05	1.1886166832e+04	6.4592571503e+03	-2.3571925718e-01	-2.2780534287e-01
1.3373806513e+06	5.3856060400e+10	2.0897065483e+03	4.7030574204e+03	9.9585585921e+00	1.8491217499e-05	1.2381012715e+03	2.4781963199e-12	2.1262986036e-05	2.5164733070e+02	-3.9702005162e+05	1.1894454463e+04	6.4621667093e+03	-2.3479759999e-01	-2.2734451429e-01
1.3431861849e+06	5.4128060200e+10	2.0914849050e+03	4.7062551385e+03	9.9586400227e+00	1.8448060921e-05	1.2379829942e+03	2.4722632632e-12	2.1248555251e-05	2.5164733070e+02	-3.9168860829e+05	1.1902745100e+04	6.4650776452e+03	-2.3387594287e-01	-2.2688368573e-01
1.3489877274e+06	5.4400060000e+10	2.0932644137e+03	4.7094530844e+03	9.9587325808e+00	1.8404879642e-05	1.2378642642e+03	2.4663580559e-12	2.1234118359e-05	2.5164733070e+02	-3.8635739580e+05	1.1911038747e+04	6.4679899593e+03	-2.3295428573e-01	-2.2642285714e-01
1.3547852851e+06	5.4672059800e+10	2.0950404152e+03	4.7126462468e+03	9.9588363488e+00	1.8361883507e-05	1.2377459699e+03	2.4604833139e-12	2.1219716590e-05	2.5164733070e+02	-3.8102862416e+05	1.1919320287e+04	6.4708939059e+03	-2.3203262857e-01	-2.2596202856e-01
1.3605788644e+06	5.4944059600e+10	2.0968114750e+03	4.7158199505e+03	9.9589514095e+00	1.8319649813e-05	1.2376312315e+03	2.4546478348e-12	2.1205470222e-05	2.5164733070e+02	-3.7570948727e+05	1.1927545152e+04	6.4737596496e+03	-2.3222857140e-01	-2.2647801143e-01
1.3663684672e+06	5.5216059400e+10	2.0985929238e+03	4.7189931183e+03	9.9590778460e+00	1.8277404559e-05	1.2375162769e+03	2.4488406796e-12	2.1191224080e-05	2.5164733070e+02	-3.7039162904e+05	1.1935767449e+04	6.4766241560e+03	-2.3222857140e-01	-2.2592501714e-01
1.3721541089e+06	5.5488059200e+10	2.1003752593e+03	4.7221668663e+03	9.9592157421e+00	1.8235140748e-05	1.2374006089e+03	2.4430606247e-12	2.1176971713e-05	2.5164733070e+02	-3.6507399525e+05	1.1943989540e+04	6.4794904327e+03	-2.3222857142e-01	-2.2537202285e-01
1.3779357860e+06	5.5760059000e+10	2.1021532500e+03	4.7253346463e+03	9.9593651815e+00	1.8193135426e-05	1.2372848036e+03	2.4373101110e-12	2.1162761711e-05	2.5164733070e+02	-3.5975955705e+05	1.1952186244e+04	6.4823461970e+03	-2.3197457147e-01	-2.2484442858e-01
1.3837135046e+06	5.6032058800e+10	2.1039179612e+03	4.7284858255e+03	9.9595262464e+00	1.8151835239e-05	1.2371703201e+03	2.4315933881e-12	2.1148675171e-05	2.5164733070e+02	-3.5445304219e+05	1.1960318726e+04	6.4851713166e+03	-2.3105291431e-01	-2.2438360000e-01
1.3894872705e+06	5.6304058600e+10	2.1056829103e+03	4.7316376348e+03	9.9596990205e+00	1.8110509332e-05	1.2370559387e+03	2.4259034409e-12	2.1134585469e-05	2.5164733070e+02	-3.4914657831e+05	1.1968454406e+04	6.4879980093e+03	-2.3013125716e-01	-2.2392277143e-01
1.3952570893e+06	5.6576058400e+10	2.1074480974e+03	4.7347900744e+03	9.9598835886e+00	1.8069157699e-05	1.2369416592e+03	2.4202400817e-12	2.1120492605e-05	2.5164733070e+02	-3.4384016543e+05	1.1976593285e+04	6.4908262755e+03	-2.2920960000e-01	-2.2346194285e-01
1.4010229659e+06	5.6848058200e+10	2.1092048929e+03	4.7379352829e+03	9.9600800355e+00	1.8028096036e-05	1.2368285676e+03	2.4146063876e-12	2.1106462092e-05	2.5164733070e+02	-3.3853714779e+05	1.1984711534e+04	6.4936429772e+03	-2.2828794285e-01	-2.2296990857e-01
1.4067849053e+06	5.7120058000e+10	2.1109447103e+03	4.7410657887e+03	9.9602884467e+00	1.7987629449e-05	1.2367174639e+03	2.4090049453e-12	2.1092556293e-05	2.5164733070e+02	-3.3324070959e+05	1.1992786481e+04	6.4964358660e+03	-2.2736628574e-01	-2.2241691428e-01
1.4125429122e+06	5.7392057800e+10	2.1126842309e+03	4.7441969612e+03	9.9605089080e+00	1.7947143251e-05	1.2366061102e+03	2.4034290349e-12	2.1078647175e-05	2.5164733070e+02	-3.2794431565e+05	1.2000864702e+04	6.4992307450e+03	-2.2644462857e-01	-2.2186392001e-01
1.4182969913e+06	5.7664057600e+10	2.1144234546e+03	4.7473288003e+03	9.9607415008e+00	1.7906637445e-05	1.2364945066e+03	2.3978784826e-12	2.1064734738e-05	2.5164733070e+02	-3.2264796595e+05	1.2008946197e+04	6.5020276135e+03	-2.2552297143e-01	-2.2131092572e-01
1.4240471471e+06	5.7936057400e+10	2.1161562803e+03	4.7504526433e+03	9.9609862953e+00	1.7866474380e-05	1.2363831630e+03	2.3923571059e-12	2.1050880562e-05	2.5164733070e+02	-3.1735609820e+05	1.2016994213e+04	6.5048087058e+03	-2.2497142858e-01	-2.2079494286e-01
1.4297933836e+06	5.8208057200e+10	2.1178809299e+03	4.7535641373e+03	9.9612433725e+00	1.7826831061e-05	1.2362720318e+03	2.3868668593e-12	2.1037113080e-05	2.5164733070e+02	-3.1207104203e+05	1.2024988216e+04	6.5075648115e+03	-2.2497142858e-01	-2.2033411429e-01
1.4355357051e+06	5.8480057000e+10	2.1196070146e+03	4.7566761458e+03	9.9615128143e+00	1.7787167242e-05	1.2361602255e+03	2.3814016966e-12	2.1023339776e-05	2.5164733070e+02	-3.0678625052e+05	1.2032981896e+04	6.5103221911e+03	-2.2497142858e-01	-2.1987328572e-01
1.4412741152e+06	5.8752056800e+10	2.1213345363e+03	4.7597886696e+03	9.9617947032e+00	1.7747482897e-05	1.2360477432e+03	2.3759614463e-12	2.1009560641e-05	2.5164733070e+02	-3.0150172399e+05	1.2040975253e+04	6.5130808463e+03	-2.2497142856e-01	-2.1941245715e-01
1.4470086175e+06	5.9024056600e+10	2.1230501684e+03	4.7628910448e+03	9.9620891218e+00	1.7708186394e-05	1.2359378690e+03	2.3705494690e-12	2.0995865001e-05	2.5164733070e+02	-2.9622147755e+05	1.2048935738e+04	6.5158212623e+03	-2.2454325714e-01	-2.1890881143e-01
1.4527392163e+06	5.9296056400e+10	2.1247675299e+03	4.7659792810e+03	9.9623961535e+00	1.7669360021e-05	1.2358320623e+03	2.3651673518e-12	2.0982279604e-05	2.5164733070e+02	-2.9094793247e+05	1.2056855328e+04	6.5185357609e+03	-2.2497142856e-01	-2.1944438858e-01
1.4584659176e+06	5.9568056200e+10	2.1264897075e+03	4.7690675090e+03	9.9627158825e+00	1.7630516956e-05	1.2357258997e+03	2.3598098618e-12	2.0968694078e-05	2.5164733070e+02	-2.8567501883e+05	1.2064773687e+04	6.5212507308e+03	-2.2497142858e-01	-2.1889139429e-01
1.4641887256e+06	5.9840056000e+10	2.1282126913e+03	4.7721563039e+03	9.9630483933e+00	1.7591652627e-05	1.2356192174e+03	2.3544764793e-12	2.0955105676e-05	2.5164733070e+02	-2.8040228663e+05	1.2072691865e+04	6.5239674293e+03	-2.2497142858e-01	-2.1833840000e-01
1.4699076448e+06	6.0112055800e+10	2.1299289182e+03	4.7752342422e+03	9.9633937708e+00	1.7553230250e-05	1.2355132127e+03	2.3491723309e-12	2.0941602222e-05	2.5164733070e+02	-2.7513557039e+05	1.2080574540e+04	6.5266667695e+03	-2.2448520000e-01	-2.1788265141e-01
1.4756226791e+06	6.0384055600e+10	2.1316388553e+03	4.7783025410e+03	9.9637521001e+00	1.7515203580e-05	1.2354078458e+03	2.3438966088e-12	2.0928172033e-05	2.5164733070e+02	-2.6987420178e+05	1.2088427884e+04	6.5293503236e+03	-2.2356354286e-01	-2.1751398856e-01
1.4813338328e+06	6.0656055400e+10	2.1333491760e+03	4.7813714380e+03	9.9641234669e+00	1.7477158448e-05	1.2353020705e+03	2.3386443889e-12	2.0914735680e-05	2.5164733070e+02	-2.6461293783e+05	1.2096284294e+04	6.5320350551e+03	-2.2264188570e-01	-2.1714532572e-01
1.4870411099e+06	6.0928055200e+10	2.1350598805e+03	4.7844409335e+03	9.9645079571e+00	1.7439094848e-05	1.2351958867e+03	2.3334155145e-12	2.0901293162e-05	2.5164733070e+02	-2.5935177858e+05	1.2104143772e+04	6.5347209645e+03	-2.2172022856e-01	-2.1677666286e-01
1.4927445143e+06	6.1200055000e+10	2.1367547585e+03	4.7874988787e+03	9.9649056570e+00	1.7401488945e-05	1.2350913705e+03	2.3282142054e-12	2.0887950883e-05	2.5164733070e+02	-2.5409587478e+05	1.2111949898e+04	6.5373860147e+03	-2.2079857143e-01	-2.1629914286e-01
1.4984440487e+06	6.1472054800e+10	2.1384386966e+03	4.7905489987e+03	9.9653166449e+00	1.7364194851e-05	1.2349882778e+03	2.3230389090e-12	2.0874678729e-05	2.5164733070e+02	-2.4884365252e+05	1.2119719953e+04	6.5400374601e+03	-2.1987691429e-01	-2.1574614857e-01
1.5041397153e+06	6.1744054600e+10	2.1401229123e+03	4.7935997163e+03	9.9657410009e+00	1.7326882452e-05	1.2348852701e+03	2.3178864250e-12	2.0861403571e-05	2.5164733070e+02	-2.4359154211e+05	1.2127493051e+04	6.5426907082e+03	-2.1895525713e-01	-2.1519315428e-01
1.5098315167e+06	6.2016054400e+10	2.1418074059e+03	4.7966510319e+03	9.9661788091e+00	1.7289551744e-05	1.2347823475e+03	2.3127566029e-12	2.0848125409e-05	2.5164733070e+02	-2.3833954357e+05	1.2135269194e+04	6.5453457594e+03	-2.1803360001e-01	-2.1464016000e-01
1.5155194555e+06	6.2288054200e+10	2.1434829677e+03	4.7996892163e+03	9.9666301540e+00	1.7252735529e-05	1.2346805846e+03	2.3076549882e-12	2.0834940538e-05	2.5164733070e+02	-2.3309452243e+05	1.2143005080e+04	6.5479756057e+03	-2.1771428570e-01	-2.1420763427e-01
1.5212035342e+06	6.2560054000e+10	2.1451541611e+03	4.8027204423e+03	9.9670951206e+00	1.7216186391e-05	1.2345791635e+03	2.3025785786e-12	2.0821803816e-05	2.5164733070e+02	-2.2785324709e+05	1.2150718437e+04	6.5505923656e+03	-2.1771428570e-01	-2.1383897143e-01
1.5268837552e+06	6.2832053800e+10	2.1468259178e+03	4.8057519299e+03	9.9675737942e+00	1.7179622488e-05	1.2344774489e+03	2.2975241734e-12	2.0808664215e-05	2.5164733070e+02	-2.2261207686e+05	1.2158431672e+04	6.5532102374e+03	-2.1771428572e-01	-2.1347030857e-01
1.5325601204e+06	6.3104053600e+10	2.1484982381e+03	4.8087836792e+03	9.9680662606e+00	1.7143043812e-05	1.2343754405e+03	2.2924916296e-12	2.0795521732e-05	2.5164733070e+02	-2.1737101181e+05	1.2166144784e+04	6.5558292218e+03	-2.1771428572e-01	-2.1310164571e-01
1.5382326319e+06	6.3376053400e+10	2.1501579426e+03	4.8118003951e+03	9.9685726070e+00	1.7106982623e-05	1.2342736712e+03	2.2874854671e-12	2.0782481414e-05	2.5164733070e+02	-2.1213731139e+05	1.2173806042e+04	6.5584230030e+03	-2.1771428572e-01	-2.1273298287e-01
1.5439012938e+06	6.3648053200e+10	2.1518234941e+03	4.8148102781e+03	9.9690929207e+00	1.7071120249e-05	1.2341717438e+03	2.2825037035e-12	2.0769483634e-05	2.5164733070e+02	-2.0690788746e+05	1.2181447587e+04	6.5610048899e+03	-2.1408571429e-01	-2.1277362285e-01
1.5495661096e+06	6.3920053000e+10	2.1534982567e+03	4.8178197817e+03	9.9696272893e+00	1.7035247986e-05	1.2340699389e+03	2.2775443296e-12	2.0756490180e-05	2.5164733070e+02	-2.0167957648e+05	1.2189090045e+04	6.5635861922e+03	-2.1408571429e-01	-2.1222062858e-01
1.5552270819e+06	6.4192052800e+10	2.1551726652e+03	4.8208299318e+03	9.9701758005e+00	1.6999359897e-05	1.2339683690e+03	2.2726064330e-12	2.0743496600e-05	2.5164733070e+02	-1.9645121346e+05	1.2196732578e+04	6.5661694218e+03	-2.1408571429e-01	-2.1166763428e-01
1.5608842135e+06	6.4464052600e+10	2.1568305506e+03	4.8238262118e+03	9.9707385428e+00	1.6964052069e-05	1.2338703365e+03	2.2676963489e-12	2.0730627298e-05	2.5164733070e+02	-1.9123023895e+05	1.2204339048e+04	6.5687270246e+03	-2.1408571429e-01	-2.1133017714e-01
1.5665375072e+06	6.4736052400e+10	2.1584841957e+03	4.8268189694e+03	9.9713156047e+00	1.6928897933e-05	1.2337729039e+03	2.2628090068e-12	2.0717787875e-05	2.5164733070e+02	-1.8601143962e+05	1.2211935226e+04	6.5712777819e+03	-2.1408571429e-01	-2.1105368000e-01
1.5721869655e+06	6.5008052200e+10	2.1601382588e+03	4.8298123025e+03	9.9719070726e+00	1.6893729011e-05	1.2336750662e+03	2.2579424065e-12	2.0704942503e-05	2.5164733070e+02	-1.8079272634e+05	1.2219531315e+04	6.5738293656e+03	-2.1408571427e-01	-2.1077718286e-01
1.5778325912e+06	6.5280052000e+10	2.1617927401e+03	4.8328062114e+03	9.9725130180e+00	1.6858545296e-05	1.2335768235e+03	2.2530964164e-12	2.0692091178e-05	2.5164733070e+02	-1.7557409913e+05	1.2227127314e+04	6.5763817759e+03	-2.1408571429e-01	-2.1050068571e-01
1.5834743864e+06	6.5552051800e+10	2.1634337131e+03	4.8357837370e+03	9.9731335236e+00	1.6823964087e-05	1.2334799148e+03	2.2482773345e-12	2.0679367161e-05	2.5164733070e+02	-1.7036396260e+05	1.2234650297e+04	6.5789068101e+03	-2.1330920001e-01	-2.1014653717e-01
1.5891123518e+06	6.5824051600e+10	2.1650726525e+03	4.8387583726e+03	9.9737686749e+00	1.6789480978e-05	1.2333830288e+03	2.2434800382e-12	2.0666664987e-05	2.5164733070e+02	-1.6515558774e+05	1.2242162310e+04	6.5814276381e+03	-2.1238754285e-01	-2.0977787428e-01
1.5947464888e+06	6.6096051400e+10	2.1667121745e+03	4.8417332632e+03	9.9744185576e+00	1.6754980363e-05	1.2332858490e+03	2.2387032142e-12	2.0653959994e-05	2.5164733070e+02	-1.5994741262e+05	1.2249677221e+04	6.5839495526e+03	-2.1146588571e-01	-2.0940921143e-01
1.6003767988e+06	6.6368051200e+10	2.1683522795e+03	4.8447084087e+03	9.9750832581e+00	1.6720462232e-05	1.2331883752e+03	2.2339467317e-12	2.0641252180e-05	2.5164733070e+02	-1.5473943737e+05	1.2257195031e+04	6.5864725540e+03	-2.1054422858e-01	-2.0904054857e-01
1.6060032833e+06	6.6640051000e+10	2.1699728351e+03	4.8476670369e+03	9.9757628628e+00	1.6686565221e-05	1.2330940161e+03	2.2292154030e-12	2.0628679746e-05	2.5164733070e+02	-1.4953937800e+05	1.2264658088e+04	6.5889640442e+03	-2.1045714286e-01	-2.0867188571e-01
1.6116259433e+06	6.6912050800e+10	2.1715919795e+03	4.8506241577e+03	9.9764574589e+00	1.6652720506e-05	1.2329998405e+03	2.2245043557e-12	2.0616116141e-05	2.5164733070e+02	-1.4434027988e+05	1.2272115128e+04	6.5914531832e+03	-2.1045714288e-01	-2.0830322286e-01
1.6172447802e+06	6.7184050600e+10	2.1732118193e+03	4.8535815209e+03	9.9771671337e+00	1.6618861595e-05	1.2329054987e+03	2.2198129347e-12	2.0603546803e-05	2.5164733070e+02	-1.3914133578e+05	1.2279572021e+04	6.5939433715e+03	-2.1045714286e-01	-2.0793455999e-01
1.6228597947e+06	6.7456050400e+10	2.1748323548e+03	4.8565391267e+03	9.9778919734e+00	1.6584988480e-05	1.2328109906e+03	2.2151410175e-12	2.0590971728e-05	2.5164733070e+02	-1.3394254580e+05	1.2287028768e+04	6.5964346096e+03	-2.1045714286e-01	-2.0756589714e-01
1.6284709883e+06	6.7728050200e+10	2.1764404354e+03	4.8594781684e+03	9.9786320621e+00	1.6551776314e-05	1.2327183016e+03	2.2104958609e-12	2.0578532248e-05	2.5164733070e+02	-1.2875404122e+05	1.2294437087e+04	6.5988974584e+03	-2.0956451426e-01	-2.0710797142e-01
1.6340783633e+06	6.8000050000e+10	2.1780489241e+03	4.8624171196e+03	9.9793874876e+00	1.6518572149e-05	1.2326254715e+03	2.2058702976e-12	2.0566094635e-05	2.5164733070e+02	-1.2356601632e+05	1.2301846578e+04	6.6013606543e+03	-2.0864285714e-01	-2.0664714285e-01
