model_id,timestep,time_myr,deflection,sharpness
plume_lnk19_Ha274_d5mm_060ppm,50,50.0301,17970.5625,-27623.171875
plume_lnk19_Ha274_d5mm_060ppm,55,55.0024,17975.0234375,-27625.1171875
plume_lnk19_Ha274_d5mm_060ppm,60,60.0135,17982.4453125,-27628.8046875
plume_lnk19_Ha274_d5mm_060ppm,65,65.0267,17991.8515625,-27633.5546875
plume_lnk19_Ha274_d5mm_060ppm,70,70.005,18002.734375,-27639.015625
plume_lnk19_Ha274_d5mm_060ppm,75,75.022,18014.7109375,-27644.9921875
plume_lnk19_Ha274_d5mm_060ppm,80,80.004,18027.171875,-27651.078125
plume_lnk19_Ha274_d5mm_060ppm,85,85.0245,18039.96875,-27657.28125
plume_lnk19_Ha274_d5mm_060ppm,90,90.0098,18052.5859375,-27663.2421875
plume_lnk19_Ha274_d5mm_060ppm,95,95.0336,18065.0078125,-27669.0078125
plume_lnk19_Ha274_d5mm_060ppm,100,100.0,18072.09375,-27671.03125
plume_lnk20_Ha274_d5mm_060ppm,0,0.0,927.09375,-825.0
plume_lnk20_Ha274_d5mm_060ppm,5,5.005,34911.125,-3094.984375
plume_lnk20_Ha274_d5mm_060ppm,10,10.01,60808.84375,-36303.453125
plume_lnk20_Ha274_d5mm_060ppm,15,15.0106,32630.2890625,-39332.8515625
plume_lnk20_Ha274_d5mm_060ppm,20,20.0051,41041.71875,-45265.34375
plume_lnk20_Ha274_d5mm_060ppm,25,25.0048,42795.703125,-47656.546875
plume_lnk20_Ha274_d5mm_060ppm,30,30.0058,41002.0390625,-46044.1796875
plume_lnk20_Ha274_d5mm_060ppm,35,35.0285,41250.0,-46189.34375
plume_lnk20_Ha274_d5mm_060ppm,40,40.0294,41250.0,-46210.578125
plume_lnk20_Ha274_d5mm_060ppm,45,45.0282,41214.4609375,-46176.4140625
plume_lnk20_Ha274_d5mm_060ppm,50,50.029,41191.984375,-46150.40625
plume_lnk20_Ha274_d5mm_060ppm,55,55.0322,41160.5703125,-46117.8828125
plume_lnk20_Ha274_d5mm_060ppm,60,60.037,41250.0,-46204.765625
plume_lnk20_Ha274_d5mm_060ppm,65,65.0043,41250.0,-46201.59375
plume_lnk20_Ha274_d5mm_060ppm,70,70.0126,41250.0,-46197.96875
plume_lnk20_Ha274_d5mm_060ppm,75,75.022095,41250.0,-46193.890625
plume_lnk20_Ha274_d5mm_060ppm,80,80.03271,41250.0,-46189.453125
plume_lnk20_Ha274_d5mm_060ppm,85,85.005,41250.0,-46184.8125
plume_lnk20_Ha274_d5mm_060ppm,90,90.0176,41250.0,-46179.953125
plume_lnk20_Ha274_d5mm_060ppm,95,95.0312,41250.0,-46175.0
plume_lnk20_Ha274_d5mm_060ppm,100,100.0,41250.0,-46170.609375
plume_lnk21_Ha274_d5mm_060ppm,0,0.0,927.09375,-825.0
plume_lnk21_Ha274_d5mm_060ppm,5,5.005,34946.7734375,-2758.0703125
plume_lnk21_Ha274_d5mm_060ppm,10,10.01,60802.4375,-19127.328125
plume_lnk21_Ha274_d5mm_060ppm,15,15.0114,87201.67578125,-87818.47265625
plume_lnk21_Ha274_d5mm_060ppm,20,20.0367,68698.9453125,-66155.2734375
plume_lnk21_Ha274_d5mm_060ppm,25,25.0357,77095.33984375,-74264.47265625
plume_lnk21_Ha274_d5mm_060ppm,30,30.0359,77859.4921875,-75721.921875
plume_lnk21_Ha274_d5mm_060ppm,35,35.0162,76039.6640625,-73847.171875
plume_lnk21_Ha274_d5mm_060ppm,40,40.0046,76202.984375,-73957.7734375
plume_lnk21_Ha274_d5mm_060ppm,45,45.0049,76299.01171875,-74086.69921875
plume_lnk21_Ha274_d5mm_060ppm,50,50.0023,76176.78515625,-73970.37890625
plume_lnk21_Ha274_d5mm_060ppm,55,55.0008,76130.67578125,-73926.62109375
plume_lnk21_Ha274_d5mm_060ppm,60,60.0011,76094.09765625,-73896.19140625
plume_lnk21_Ha274_d5mm_060ppm,65,65.0023,76050.28515625,-73857.11328125
plume_lnk21_Ha274_d5mm_060ppm,70,70.0046,76012.93359375,-73823.67578125
plume_lnk21_Ha274_d5mm_060ppm,75,75.007904,75979.890625,-73794.25
plume_lnk21_Ha274_d5mm_060ppm,80,80.0122,75949.8828125,-73767.375
plume_lnk21_Ha274_d5mm_060ppm,85,85.0172,75923.26953125,-73743.44921875
plume_lnk21_Ha274_d5mm_060ppm,90,90.023,75899.66796875,-73722.15234375
plume_lnk21_Ha274_d5mm_060ppm,95,95.0296,75878.77734375,-73703.21484375
plume_lnk21_Ha274_d5mm_060ppm,100,100.0,75859.44921875,-73686.00390625
slab_lnk15_Ha274_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk15_Ha274_d5mm_060ppm,5,5.02209,-4852.65625,7502.03125
slab_lnk15_Ha274_d5mm_060ppm,10,10.0442,-5262.765625,13256.8046875
slab_lnk15_Ha274_d5mm_060ppm,15,15.0206,-14437.5,24220.4765625
slab_lnk15_Ha274_d5mm_060ppm,20,20.0427,-17531.25,27843.75
slab_lnk15_Ha274_d5mm_060ppm,25,25.0192,-23718.75,34426.5625
slab_lnk15_Ha274_d5mm_060ppm,30,30.0412,-27222.65625,38566.40625
slab_lnk15_Ha274_d5mm_060ppm,35,35.0176,-27228.5,39163.359375
slab_lnk15_Ha274_d5mm_060ppm,40,40.0382,-25781.25,38156.25
slab_lnk15_Ha274_d5mm_060ppm,45,45.0075,-24225.09375,37076.0546875
slab_lnk15_Ha274_d5mm_060ppm,50,50.0176,-23228.234375,36309.921875
slab_lnk15_Ha274_d5mm_060ppm,55,55.0244,-22687.5,35916.1796875
slab_lnk15_Ha274_d5mm_060ppm,60,60.0289,-21656.25,35062.5
slab_lnk15_Ha274_d5mm_060ppm,65,65.0321,-21656.25,35039.65625
slab_lnk15_Ha274_d5mm_060ppm,70,70.0343,-21444.890625,34851.140625
slab_lnk15_Ha274_d5mm_060ppm,75,75.036,-21216.921875,34623.171875
slab_lnk15_Ha274_d5mm_060ppm,80,80.0372,-20625.0,34031.25
slab_lnk15_Ha274_d5mm_060ppm,85,85.03831,-20625.0,34031.25
slab_lnk15_Ha274_d5mm_060ppm,90,90.0392,-20625.0,34031.25
slab_lnk15_Ha274_d5mm_060ppm,95,95.04009,-20625.0,34031.25
slab_lnk15_Ha274_d5mm_060ppm,100,100.0,-20625.0,34031.25
slab_lnk16_Ha274_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk16_Ha274_d5mm_060ppm,5,5.02209,-10601.84375,11961.5078125
slab_lnk16_Ha274_d5mm_060ppm,10,10.0442,-12629.578125,18538.8984375
slab_lnk16_Ha274_d5mm_060ppm,15,15.0206,-27843.75,36639.828125
slab_lnk16_Ha274_d5mm_060ppm,20,20.0427,-38272.890625,47474.2578125
slab_lnk16_Ha274_d5mm_060ppm,25,25.0192,-39606.0,48883.6484375
slab_lnk16_Ha274_d5mm_060ppm,30,30.0412,-39191.234375,48472.484375
slab_lnk16_Ha274_d5mm_060ppm,35,35.0177,-37125.0,46535.109375
slab_lnk16_Ha274_d5mm_060ppm,40,40.0398,-35062.5,44542.3984375
slab_lnk16_Ha274_d5mm_060ppm,45,45.0162,-33372.96875,42876.671875
slab_lnk16_Ha274_d5mm_060ppm,50,50.0383,-31968.75,41468.2578125
slab_lnk16_Ha274_d5mm_060ppm,55,55.0147,-31608.90625,41100.3828125
slab_lnk16_Ha274_d5mm_060ppm,60,60.0368,-30937.5,40427.296875
slab_lnk16_Ha274_d5mm_060ppm,65,65.0133,-30937.5,40428.0
slab_lnk16_Ha274_d5mm_060ppm,70,70.0354,-30937.5,40429.5703125
slab_lnk16_Ha274_d5mm_060ppm,75,75.0118,-30937.5,40431.0078125
slab_lnk16_Ha274_d5mm_060ppm,80,80.033905,-30937.5,40432.0
slab_lnk16_Ha274_d5mm_060ppm,85,85.01031,-30937.5,40432.5234375
slab_lnk16_Ha274_d5mm_060ppm,90,90.0324,-30937.5,40432.7109375
slab_lnk16_Ha274_d5mm_060ppm,95,95.008896,-30937.5,40432.734375
slab_lnk16_Ha274_d5mm_060ppm,100,100.0,-30937.5,40432.9375
slab_lnk17_Ha274_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk17_Ha274_d5mm_060ppm,5,5.02209,-19952.40625,19217.5
slab_lnk17_Ha274_d5mm_060ppm,10,10.0442,-22145.53125,24208.03125
slab_lnk17_Ha274_d5mm_060ppm,15,15.0206,-34043.90625,37630.8984375
slab_lnk17_Ha274_d5mm_060ppm,20,20.0427,-40824.71875,44949.71875
slab_lnk17_Ha274_d5mm_060ppm,25,25.0192,-42565.96875,46690.96875
slab_lnk17_Ha274_d5mm_060ppm,30,30.0412,-42934.28125,47059.28125
slab_lnk17_Ha274_d5mm_060ppm,35,35.0177,-42902.203125,47027.203125
slab_lnk17_Ha274_d5mm_060ppm,40,40.0398,-42499.390625,46624.390625
slab_lnk17_Ha274_d5mm_060ppm,45,45.0162,-41747.03125,45743.59375
slab_lnk17_Ha274_d5mm_060ppm,50,50.0383,-41250.078125,45087.5078125
slab_lnk17_Ha274_d5mm_060ppm,55,55.0147,-40934.984375,44680.4765625
slab_lnk17_Ha274_d5mm_060ppm,60,60.0368,-40734.21875,44427.953125
slab_lnk17_Ha274_d5mm_060ppm,65,65.0133,-40622.375,44289.8203125
slab_lnk17_Ha274_d5mm_060ppm,70,70.0354,-40568.109375,44226.4921875
slab_lnk17_Ha274_d5mm_060ppm,75,75.0118,-40549.546875,44209.3203125
slab_lnk17_Ha274_d5mm_060ppm,80,80.033905,-40549.140625,44214.078125
slab_lnk17_Ha274_d5mm_060ppm,85,85.01031,-40555.75,44225.59375
slab_lnk17_Ha274_d5mm_060ppm,90,90.0324,-40563.46875,44236.8125
slab_lnk17_Ha274_d5mm_060ppm,95,95.008896,-40569.6875,44245.265625
slab_lnk17_Ha274_d5mm_060ppm,100,100.0,-40573.890625,44250.9921875
slab_lnk18_Ha274_D1e06_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_D1e06_060ppm,5,5.02209,-27843.75,25285.640625
slab_lnk18_Ha274_D1e06_060ppm,10,10.0442,-29644.109375,28773.359375
slab_lnk18_Ha274_D1e06_060ppm,15,15.0206,-38546.96875,35453.21875
slab_lnk18_Ha274_D1e06_060ppm,20,20.0427,-43904.96875,40811.21875
slab_lnk18_Ha274_D1e06_060ppm,25,25.0192,-45867.203125,43804.703125
slab_lnk18_Ha274_D1e06_060ppm,30,30.0412,-46581.640625,44519.140625
slab_lnk18_Ha274_D1e06_060ppm,35,35.0177,-46997.84375,44935.34375
slab_lnk18_Ha274_D1e06_060ppm,40,40.0398,-47075.5,45013.0
slab_lnk18_Ha274_D1e06_060ppm,45,45.0162,-46959.828125,44897.328125
slab_lnk18_Ha274_D1e06_060ppm,50,50.0383,-46805.140625,44742.640625
slab_lnk18_Ha274_D1e06_060ppm,55,55.0147,-46679.125,44616.625
slab_lnk18_Ha274_D1e06_060ppm,60,60.0368,-46589.921875,44527.421875
slab_lnk18_Ha274_D1e06_060ppm,65,65.0133,-46530.78125,44468.28125
slab_lnk18_Ha274_D1e06_060ppm,70,70.0354,-46491.765625,44429.265625
slab_lnk18_Ha274_D1e06_060ppm,75,75.0118,-46467.765625,44405.265625
slab_lnk18_Ha274_D1e06_060ppm,80,80.033905,-46454.171875,44391.671875
slab_lnk18_Ha274_D1e06_060ppm,85,85.01031,-46447.734375,44385.234375
slab_lnk18_Ha274_D1e06_060ppm,90,90.0324,-46445.0625,44382.5625
slab_lnk18_Ha274_D1e06_060ppm,95,95.008896,-46444.21875,44381.71875
slab_lnk18_Ha274_D1e06_060ppm,100,100.0,-46444.09375,44381.59375
slab_lnk18_Ha274_D1e08_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_D1e08_060ppm,5,5.02209,-6219.359375,8531.5078125
slab_lnk18_Ha274_D1e08_060ppm,10,10.0442,-7273.03125,14491.78125
slab_lnk18_Ha274_D1e08_060ppm,15,15.0206,-20625.0,30302.9609375
slab_lnk18_Ha274_D1e08_060ppm,20,20.0427,-28875.0,39187.5
slab_lnk18_Ha274_D1e08_060ppm,25,25.0192,-32966.328125,43278.828125
slab_lnk18_Ha274_D1e08_060ppm,30,30.0412,-33000.0,43993.46875
slab_lnk18_Ha274_D1e08_060ppm,35,35.0177,-31411.109375,42754.859375
slab_lnk18_Ha274_D1e08_060ppm,40,40.0398,-28875.0,40639.7265625
slab_lnk18_Ha274_D1e08_060ppm,45,45.0162,-27556.171875,39596.0703125
slab_lnk18_Ha274_D1e08_060ppm,50,50.0383,-25781.25,37985.8515625
slab_lnk18_Ha274_D1e08_060ppm,55,55.0147,-25540.734375,37836.125
slab_lnk18_Ha274_D1e08_060ppm,60,60.0368,-24750.0,37125.0
slab_lnk18_Ha274_D1e08_060ppm,65,65.0132,-24178.34375,36553.34375
slab_lnk18_Ha274_D1e08_060ppm,70,70.0352,-24025.421875,36400.421875
slab_lnk18_Ha274_D1e08_060ppm,75,75.011505,-23718.75,36093.75
slab_lnk18_Ha274_D1e08_060ppm,80,80.0334,-23718.75,36093.75
slab_lnk18_Ha274_D1e08_060ppm,85,85.0097,-23840.21875,36215.21875
slab_lnk18_Ha274_D1e08_060ppm,90,90.03169,-23819.9375,36194.9375
slab_lnk18_Ha274_D1e08_060ppm,95,95.008,-23808.09375,36183.09375
slab_lnk18_Ha274_D1e08_060ppm,100,100.0,-23800.34375,36175.34375
slab_lnk18_Ha274_D1e10_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_D1e10_060ppm,5,5.02209,739.171875,3204.4140625
slab_lnk18_Ha274_D1e10_060ppm,10,10.0113,4125.0,5156.25
slab_lnk18_Ha274_D1e10_060ppm,15,15.0058,3511.7421875,5378.15625
slab_lnk18_Ha274_D1e10_060ppm,20,20.0169,3413.4609375,5754.3359375
slab_lnk18_Ha274_D1e10_060ppm,25,25.0001,4125.0,5435.59375
slab_lnk18_Ha274_D1e10_060ppm,30,30.0038,4463.40625,6880.34375
slab_lnk18_Ha274_D1e10_060ppm,35,35.0017,4751.1484375,7623.8515625
slab_lnk18_Ha274_D1e10_060ppm,40,40.0327,4810.8984375,8595.3515625
slab_lnk18_Ha274_D1e10_060ppm,45,45.0117,4661.1328125,9756.9296875
slab_lnk18_Ha274_D1e10_060ppm,50,50.0227,4342.953125,11125.796875
slab_lnk18_Ha274_D1e10_060ppm,55,55.0273,4125.0,11680.4609375
slab_lnk18_Ha274_D1e10_060ppm,60,60.0284,3862.0234375,12637.9765625
slab_lnk18_Ha274_D1e10_060ppm,65,65.0275,3532.1015625,12967.8984375
slab_lnk18_Ha274_D1e10_060ppm,70,70.0252,2980.59375,13984.9375
slab_lnk18_Ha274_D1e10_060ppm,75,75.0217,2887.59375,14251.578125
slab_lnk18_Ha274_D1e10_060ppm,80,80.0176,3093.75,14437.5
slab_lnk18_Ha274_D1e10_060ppm,85,85.01311,3093.75,14437.5
slab_lnk18_Ha274_D1e10_060ppm,90,90.0084,3093.75,14285.65625
slab_lnk18_Ha274_D1e10_060ppm,95,95.0034,3093.75,14314.0390625
slab_lnk18_Ha274_D1e10_060ppm,100,100.0,3093.75,14337.3359375
slab_lnk18_Ha274_D1e12_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_D1e12_060ppm,5,5.02209,2720.7265625,3466.7734375
slab_lnk18_Ha274_D1e12_060ppm,10,10.0104,7218.75,2062.5
slab_lnk18_Ha274_D1e12_060ppm,15,15.0106,6164.84375,1704.9765625
slab_lnk18_Ha274_D1e12_060ppm,20,20.0279,6187.5,1825.2109375
slab_lnk18_Ha274_D1e12_060ppm,25,25.035,7218.75,2062.5
slab_lnk18_Ha274_D1e12_060ppm,30,30.0022,8250.0,2062.5
slab_lnk18_Ha274_D1e12_060ppm,35,35.0051,9281.25,2062.5
slab_lnk18_Ha274_D1e12_060ppm,40,40.0036,10312.5,2062.5
slab_lnk18_Ha274_D1e12_060ppm,45,45.0346,11242.671875,2880.421875
slab_lnk18_Ha274_D1e12_060ppm,50,50.0239,12180.4453125,2257.0546875
slab_lnk18_Ha274_D1e12_060ppm,55,55.0109,12759.453125,3252.8515625
slab_lnk18_Ha274_D1e12_060ppm,60,60.0343,13373.203125,2896.4140625
slab_lnk18_Ha274_D1e12_060ppm,65,65.0199,13652.8125,2820.5859375
slab_lnk18_Ha274_D1e12_060ppm,70,70.0054,13911.640625,3619.609375
slab_lnk18_Ha274_D1e12_060ppm,75,75.028,14437.5,3093.75
slab_lnk18_Ha274_D1e12_060ppm,80,80.01289,14437.5,3781.3515625
slab_lnk18_Ha274_D1e12_060ppm,85,85.0356,14437.5,3798.4609375
slab_lnk18_Ha274_D1e12_060ppm,90,90.02129,14437.5,4125.0
slab_lnk18_Ha274_D1e12_060ppm,95,95.0068,14437.5,4125.0
slab_lnk18_Ha274_D1e12_060ppm,100,100.0,14437.5,4125.0
slab_lnk18_Ha274_d1cm_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_d1cm_060ppm,5,5.02209,-32461.203125,24858.875
slab_lnk18_Ha274_d1cm_060ppm,10,10.0442,-50025.65625,42085.296875
slab_lnk18_Ha274_d1cm_060ppm,15,15.0206,-51747.046875,33184.546875
slab_lnk18_Ha274_d1cm_060ppm,20,20.0427,-54656.25,29906.25
slab_lnk18_Ha274_d1cm_060ppm,25,25.0192,-56849.8125,32099.8125
slab_lnk18_Ha274_d1cm_060ppm,30,30.0412,-58594.234375,33844.234375
slab_lnk18_Ha274_d1cm_060ppm,35,35.0177,-59483.046875,35764.296875
slab_lnk18_Ha274_d1cm_060ppm,40,40.0398,-59985.859375,36267.109375
slab_lnk18_Ha274_d1cm_060ppm,45,45.0162,-60354.578125,36635.828125
slab_lnk18_Ha274_d1cm_060ppm,50,50.0383,-60563.421875,36844.671875
slab_lnk18_Ha274_d1cm_060ppm,55,55.0147,-60692.03125,36973.28125
slab_lnk18_Ha274_d1cm_060ppm,60,60.0368,-60866.3125,37147.5625
slab_lnk18_Ha274_d1cm_060ppm,65,65.0133,-60934.390625,37215.640625
slab_lnk18_Ha274_d1cm_060ppm,70,70.0354,-60977.09375,37258.34375
slab_lnk18_Ha274_d1cm_060ppm,75,75.0118,-61001.203125,37282.453125
slab_lnk18_Ha274_d1cm_060ppm,80,80.033905,-61014.09375,37295.34375
slab_lnk18_Ha274_d1cm_060ppm,85,85.01031,-61020.578125,37301.828125
slab_lnk18_Ha274_d1cm_060ppm,90,90.0324,-61024.03125,37305.28125
slab_lnk18_Ha274_d1cm_060ppm,95,95.008896,-61026.0625,37307.3125
slab_lnk18_Ha274_d1cm_060ppm,100,100.0,-61027.359375,37308.609375
slab_lnk18_Ha274_d1mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_d1mm_060ppm,5,5.02209,-13748.71875,14410.046875
slab_lnk18_Ha274_d1mm_060ppm,10,10.0442,-16044.8125,20543.1640625
slab_lnk18_Ha274_d1mm_060ppm,15,15.0206,-30346.921875,37679.5390625
slab_lnk18_Ha274_d1mm_060ppm,20,20.0427,-39187.5,46968.5
slab_lnk18_Ha274_d1mm_060ppm,25,25.0192,-40826.8125,48667.0703125
slab_lnk18_Ha274_d1mm_060ppm,30,30.0412,-40798.53125,48633.28125
slab_lnk18_Ha274_d1mm_060ppm,35,35.0177,-39610.640625,47382.1796875
slab_lnk18_Ha274_d1mm_060ppm,40,40.0398,-38156.25,45831.28125
slab_lnk18_Ha274_d1mm_060ppm,45,45.0162,-36833.328125,44400.0625
slab_lnk18_Ha274_d1mm_060ppm,50,50.0383,-35735.15625,43214.2265625
slab_lnk18_Ha274_d1mm_060ppm,55,55.0147,-35062.5,42491.9140625
slab_lnk18_Ha274_d1mm_060ppm,60,60.0368,-34809.734375,42217.390625
slab_lnk18_Ha274_d1mm_060ppm,65,65.0133,-34661.875,42063.703125
slab_lnk18_Ha274_d1mm_060ppm,70,70.0354,-34616.390625,42019.75
slab_lnk18_Ha274_d1mm_060ppm,75,75.0118,-34620.453125,42027.8125
slab_lnk18_Ha274_d1mm_060ppm,80,80.033905,-34641.28125,42052.59375
slab_lnk18_Ha274_d1mm_060ppm,85,85.01031,-34662.3125,42076.3515625
slab_lnk18_Ha274_d1mm_060ppm,90,90.0324,-34677.65625,42093.2734375
slab_lnk18_Ha274_d1mm_060ppm,95,95.008896,-34686.515625,42102.84375
slab_lnk18_Ha274_d1mm_060ppm,100,100.0,-34690.4375,42107.140625
slab_lnk18_Ha274_d5mm_060ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_d5mm_060ppm,5,5.02209,-31549.125,27432.203125
slab_lnk18_Ha274_d5mm_060ppm,10,10.0442,-36027.875,32786.109375
slab_lnk18_Ha274_d5mm_060ppm,15,15.0206,-42410.40625,34160.40625
slab_lnk18_Ha274_d5mm_060ppm,20,20.0427,-47035.796875,36723.296875
slab_lnk18_Ha274_d5mm_060ppm,25,25.0192,-49152.78125,38996.515625
slab_lnk18_Ha274_d5mm_060ppm,30,30.0412,-50180.203125,41930.203125
slab_lnk18_Ha274_d5mm_060ppm,35,35.0177,-50742.359375,42418.703125
slab_lnk18_Ha274_d5mm_060ppm,40,40.0398,-51044.71875,43825.96875
slab_lnk18_Ha274_d5mm_060ppm,45,45.0162,-51138.78125,42888.78125
slab_lnk18_Ha274_d5mm_060ppm,50,50.0383,-51153.859375,42903.859375
slab_lnk18_Ha274_d5mm_060ppm,55,55.0147,-51151.40625,42901.40625
slab_lnk18_Ha274_d5mm_060ppm,60,60.0368,-51145.015625,42895.015625
slab_lnk18_Ha274_d5mm_060ppm,65,65.0133,-51136.125,42886.125
slab_lnk18_Ha274_d5mm_060ppm,70,70.0354,-51125.8125,42875.8125
slab_lnk18_Ha274_d5mm_060ppm,75,75.0118,-51116.109375,42866.109375
slab_lnk18_Ha274_d5mm_060ppm,80,80.033905,-51108.390625,42858.390625
slab_lnk18_Ha274_d5mm_060ppm,85,85.01031,-51103.359375,42853.359375
slab_lnk18_Ha274_d5mm_060ppm,90,90.0324,-51100.234375,42850.234375
slab_lnk18_Ha274_d5mm_060ppm,95,95.008896,-51098.359375,42848.359375
slab_lnk18_Ha274_d5mm_060ppm,100,100.0,-51097.140625,42847.140625
slab_lnk18_Ha274_d5mm_080ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_d5mm_080ppm,5,5.02209,-20899.734375,19940.796875
slab_lnk18_Ha274_d5mm_080ppm,10,10.0442,-23036.21875,24785.9296875
slab_lnk18_Ha274_d5mm_080ppm,15,15.0206,-34587.953125,37286.6875
slab_lnk18_Ha274_d5mm_080ppm,20,20.0427,-41112.78125,44123.5390625
slab_lnk18_Ha274_d5mm_080ppm,25,25.0192,-42845.890625,46584.953125
slab_lnk18_Ha274_d5mm_080ppm,30,30.0412,-43327.296875,47176.703125
slab_lnk18_Ha274_d5mm_080ppm,35,35.0177,-43312.5,46997.390625
slab_lnk18_Ha274_d5mm_080ppm,40,40.0398,-42957.296875,46010.421875
slab_lnk18_Ha274_d5mm_080ppm,45,45.0162,-42507.1875,45404.046875
slab_lnk18_Ha274_d5mm_080ppm,50,50.0383,-41906.515625,45000.265625
slab_lnk18_Ha274_d5mm_080ppm,55,55.0147,-41608.625,44702.375
slab_lnk18_Ha274_d5mm_080ppm,60,60.0368,-41415.390625,44509.140625
slab_lnk18_Ha274_d5mm_080ppm,65,65.0133,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_080ppm,70,70.0354,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_080ppm,75,75.0118,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_080ppm,80,80.033905,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_080ppm,85,85.01031,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_080ppm,90,90.0324,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_080ppm,95,95.008896,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_080ppm,100,100.0,-41250.0,44343.75
slab_lnk18_Ha274_d5mm_100ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_d5mm_100ppm,5,5.02209,-13517.0,14226.03125
slab_lnk18_Ha274_d5mm_100ppm,10,10.0442,-15814.46875,20398.921875
slab_lnk18_Ha274_d5mm_100ppm,15,15.0206,-30224.15625,37676.421875
slab_lnk18_Ha274_d5mm_100ppm,20,20.0427,-39187.5,47078.40625
slab_lnk18_Ha274_d5mm_100ppm,25,25.0192,-40781.703125,48728.8984375
slab_lnk18_Ha274_d5mm_100ppm,30,30.0412,-40732.765625,48676.875
slab_lnk18_Ha274_d5mm_100ppm,35,35.0177,-39500.21875,47384.3515625
slab_lnk18_Ha274_d5mm_100ppm,40,40.0398,-38156.25,45948.2734375
slab_lnk18_Ha274_d5mm_100ppm,45,45.0162,-36623.546875,44309.703125
slab_lnk18_Ha274_d5mm_100ppm,50,50.0383,-35579.09375,43178.8671875
slab_lnk18_Ha274_d5mm_100ppm,55,55.0147,-35062.5,42614.0234375
slab_lnk18_Ha274_d5mm_100ppm,60,60.0368,-34571.640625,42101.796875
slab_lnk18_Ha274_d5mm_100ppm,65,65.0133,-34419.109375,41943.6171875
slab_lnk18_Ha274_d5mm_100ppm,70,70.0354,-34372.453125,41898.515625
slab_lnk18_Ha274_d5mm_100ppm,75,75.0118,-34376.671875,41906.671875
slab_lnk18_Ha274_d5mm_100ppm,80,80.033905,-34398.015625,41931.8125
slab_lnk18_Ha274_d5mm_100ppm,85,85.01031,-34419.328125,41955.7734375
slab_lnk18_Ha274_d5mm_100ppm,90,90.0324,-34434.71875,41972.671875
slab_lnk18_Ha274_d5mm_100ppm,95,95.008896,-34443.5,41982.109375
slab_lnk18_Ha274_d5mm_100ppm,100,100.0,-34447.25,41986.2109375
slab_lnk18_Ha274_d5mm_120ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_d5mm_120ppm,5,5.02209,-9090.46875,10782.3671875
slab_lnk18_Ha274_d5mm_120ppm,10,10.0442,-10785.5,16973.0
slab_lnk18_Ha274_d5mm_120ppm,15,15.0206,-26812.5,36093.75
slab_lnk18_Ha274_d5mm_120ppm,20,20.0427,-37238.484375,46713.7734375
slab_lnk18_Ha274_d5mm_120ppm,25,25.0192,-38647.03125,48274.84375
slab_lnk18_Ha274_d5mm_120ppm,30,30.0412,-38236.578125,48112.9765625
slab_lnk18_Ha274_d5mm_120ppm,35,35.0177,-36093.75,46201.7421875
slab_lnk18_Ha274_d5mm_120ppm,40,40.0398,-33363.75,43676.25
slab_lnk18_Ha274_d5mm_120ppm,45,45.0162,-31687.75,42070.4921875
slab_lnk18_Ha274_d5mm_120ppm,50,50.0383,-30474.828125,40882.3203125
slab_lnk18_Ha274_d5mm_120ppm,55,55.0147,-29618.953125,40032.578125
slab_lnk18_Ha274_d5mm_120ppm,60,60.0368,-28875.0,39295.328125
slab_lnk18_Ha274_d5mm_120ppm,65,65.0133,-28875.0,39299.109375
slab_lnk18_Ha274_d5mm_120ppm,70,70.0354,-28875.0,39301.375
slab_lnk18_Ha274_d5mm_120ppm,75,75.0118,-28875.0,39302.5859375
slab_lnk18_Ha274_d5mm_120ppm,80,80.033905,-28993.453125,39421.609375
slab_lnk18_Ha274_d5mm_120ppm,85,85.01031,-28985.84375,39414.2421875
slab_lnk18_Ha274_d5mm_120ppm,90,90.0324,-28981.6875,39410.15625
slab_lnk18_Ha274_d5mm_120ppm,95,95.008896,-28979.046875,39407.5234375
slab_lnk18_Ha274_d5mm_120ppm,100,100.0,-28976.828125,39405.5859375
slab_lnk18_Ha274_d5mm_140ppm,0,0.0,-927.09375,825.0
slab_lnk18_Ha274_d5mm_140ppm,5,5.02209,-6187.5,8510.328125
